ΑΜΚΑ_ΑΣΘΕΝΗ,ΚΩΔΙΚΟΣ_ΠΡΑΞΗΣ,ΗΜΕΡΟΜΗΝΙΑ_ΩΡΑ,ΑΙΘΟΥΣΑ,ΑΜΚΑ_ΙΑΤΡΟΥ,ΚΩΔΙΚΟΣ_ΝΟΣΗΛΕΙΑΣ
04096095763,X679095,2024-12-02 07:40:43,Αίθουσα Επέμβασης 2,25066070679,21894
19056592270,X632939,2025-03-15 16:19:06,Αίθουσα Επέμβασης 4,04097289185,2963
22101484010,X697875,2025-04-05 16:35:08,Αίθουσα Επέμβασης 5,13049573563,23823
18068816892,X631957.235,2024-05-22 11:26:35,Χειρουργείο 3,28088884090,3537
13128456663,X632663,2024-04-24 15:59:21,Αίθουσα Επέμβασης 3,17098211492,23335
09108583979,X661583,2026-02-20 11:24:03,Χειρουργείο 1,18026491407,26309
28123045779,A401493,2025-07-09 18:31:55,Χειρουργείο 5,23077968309,2466
05011584065,B316305.15,2024-07-14 00:24:54,Χειρουργείο 1,26086295833,4108
22023259203,K514149.15,2026-05-26 10:58:36,Χειρουργείο 1,08097338699,5607
30087933687,X647403,2025-08-06 14:47:31,Χειρουργείο 4,25086572696,464
18090127514,X622939,2025-12-08 14:41:01,Αίθουσα Επέμβασης 3,17098211492,22449
29036860767,X647469,2026-12-10 04:30:40,Αίθουσα Επέμβασης 4,22029134563,13902
28115771175,X646811,2025-03-20 13:32:59,Χειρουργείο 4,02049297106,8490
16015007995,K502201,2026-12-18 17:02:13,Αίθουσα Επέμβασης 4,07086512984,15788
09114060217,X697759,2026-05-30 17:57:39,Αίθουσα Επέμβασης 2,18078628006,28840
31072310497,X692843,2024-06-08 22:58:51,Αίθουσα Επέμβασης 2,22056473676,3118
02048445699,A402181,2025-05-16 10:28:26,Χειρουργείο 4,20066498687,10231
09045808591,X637959,2025-02-16 11:47:48,Χειρουργείο 2,07068540070,19040
21090685203,K517179,2025-02-15 17:19:34,Αίθουσα Επέμβασης 2,20027211534,17401
18068298065,X674699,2024-04-21 00:48:47,Χειρουργείο 4,07096320081,2862
17031814680,X650739,2025-05-28 21:20:11,Αίθουσα Επέμβασης 1,25078560613,14162
18073311549,X691691,2026-03-21 02:52:23,Χειρουργείο 3,22077399915,11721
26053546254,X627817.10,2024-06-02 09:49:05,Χειρουργείο 5,14026323754,10737
18068574255,X713929,2025-06-17 10:56:33,Αίθουσα Επέμβασης 4,06106702650,17343
29073505294,X636197,2025-10-23 05:34:08,Αίθουσα Επέμβασης 3,07119294567,383
08027951652,X621065,2025-07-07 07:15:42,Χειρουργείο 3,07017336764,740
11057131750,K512977.12,2025-09-29 00:06:51,Χειρουργείο 5,10098802211,4830
02043518995,B312419,2026-01-26 08:55:33,Χειρουργείο 4,16049105631,29159
17097923888,X656389,2024-04-25 09:43:54,Αίθουσα Επέμβασης 5,11019339247,19979
13056444030,X661567,2024-06-22 21:06:04,Αίθουσα Επέμβασης 3,07058449408,7757
25107609052,X642429,2024-12-28 02:10:43,Αίθουσα Επέμβασης 1,12057155300,29281
22037354424,B307007,2026-11-24 18:42:01,Χειρουργείο 5,22069080015,12941
01059154278,X713399,2025-01-30 23:21:10,Χειρουργείο 3,18077668129,990
22104066331,X658359,2025-08-08 01:18:10,Αίθουσα Επέμβασης 5,30087210990,10927
18100340190,B304687,2024-02-21 19:43:53,Αίθουσα Επέμβασης 2,08097338699,13086
31014712000,X633159,2024-08-31 06:36:10,Αίθουσα Επέμβασης 1,14048983004,15085
30121402039,B304057,2026-06-07 14:41:02,Αίθουσα Επέμβασης 5,13049344733,21084
11106471716,X618607,2025-03-27 03:17:25,Αίθουσα Επέμβασης 4,07096320081,27204
30079873458,X689259,2025-07-16 19:30:57,Αίθουσα Επέμβασης 3,22056024879,1936
02107514434,X672039,2026-06-17 00:11:24,Αίθουσα Επέμβασης 1,16129514595,8679
04059398395,X709463,2024-05-18 01:57:57,Αίθουσα Επέμβασης 3,15068993499,21609
01129953810,X653109,2026-07-15 19:58:24,Αίθουσα Επέμβασης 2,01068388909,8643
08035189805,X632957,2026-02-03 10:44:10,Αίθουσα Επέμβασης 2,02078022955,15567
06028332919,X649621,2026-09-15 22:24:54,Χειρουργείο 5,03077355047,23872
10069122680,X651959,2026-05-20 03:54:53,Χειρουργείο 5,11028804475,1757
09043693867,K508891,2024-06-21 18:37:02,Αίθουσα Επέμβασης 3,09058303960,27435
22015858340,X675529,2025-11-11 01:49:56,Αίθουσα Επέμβασης 3,19049805360,16806
17059847449,ΠΕΡΙΟΧΗ ΚΕΦΑΛΗΣ ΚΑΙ ΓΝΑΘΟΠΡΟΣΩΠΙΚΗ,2024-02-15 19:08:57,Χειρουργείο 3,23018017465,19694
24073988633,X663599,2024-05-03 07:45:38,Χειρουργείο 1,07086512984,17088
23026756306,X613959,2024-04-22 17:27:10,Χειρουργείο 5,24119277882,26625
18041465931,X627299,2025-09-24 06:08:38,Αίθουσα Επέμβασης 3,01026474429,25424
10114835444,K511769,2026-10-12 00:25:20,Χειρουργείο 3,03117001638,14607
30010267517,K511861,2024-10-27 00:52:01,Χειρουργείο 3,22069080015,23781
15038423286,Χ639557.1,2024-12-06 14:43:02,Χειρουργείο 3,21079047523,5805
04035110574,X681055,2024-05-27 10:42:25,Χειρουργείο 5,26109596245,20586
18120713794,X635199,2025-04-26 02:43:45,Αίθουσα Επέμβασης 5,31056269522,10005
07087306774,B307231,2025-03-18 12:04:50,Χειρουργείο 1,21029390527,18446
24035132022,B313605.347,2025-09-30 14:20:26,Χειρουργείο 3,25108359031,21415
09088294107,X631957.211,2025-07-31 08:14:45,Αίθουσα Επέμβασης 5,26076648963,14823
08052089097,X630857,2024-10-08 22:30:40,Χειρουργείο 4,07127401967,26008
09090201222,X647957.29,2025-06-14 22:50:34,Αίθουσα Επέμβασης 4,24128760642,26431
11064396404,B314447,2024-02-26 05:44:36,Χειρουργείο 4,19109063851,24773
02104168932,B312229,2024-07-25 04:54:29,Χειρουργείο 1,16057668308,9939
15071406767,B313605.218,2024-05-05 13:31:28,Αίθουσα Επέμβασης 2,17116460629,12509
10129829261,B313605.197,2026-02-11 09:01:11,Χειρουργείο 5,15017994679,12653
06099962429,K509401,2024-05-18 19:27:33,Χειρουργείο 2,21029390527,7659
02047781903,X665743,2026-11-06 21:00:33,Αίθουσα Επέμβασης 5,06027984112,8964
03114655567,X679179,2025-05-17 04:33:03,Χειρουργείο 1,01078222862,15376
23055047825,X675099,2026-05-04 01:23:55,Αίθουσα Επέμβασης 2,27028634014,1246
24107043620,X709059,2024-12-14 11:56:35,Χειρουργείο 4,14076889096,20640
31089931569,X678797,2024-07-13 00:11:31,Αίθουσα Επέμβασης 4,25087114134,22005
14014906692,X675183,2024-09-02 02:58:57,Αίθουσα Επέμβασης 5,27089112158,18660
29050105314,K514783,2024-10-09 12:00:57,Χειρουργείο 3,26076648963,16848
27103597285,X618699,2024-08-27 05:50:49,Χειρουργείο 4,07127401967,716
06054322002,K516897,2026-12-08 05:03:20,Χειρουργείο 4,10088406393,13000
15084748819,X668735,2024-11-25 15:25:55,Αίθουσα Επέμβασης 2,29038506566,2988
01056634271,X622829,2025-02-10 01:44:13,Χειρουργείο 2,15017994679,9274
15019352159,X633937.122,2025-05-30 12:02:45,Χειρουργείο 1,01028453566,29886
30034535365,B300771,2026-07-21 17:12:20,Αίθουσα Επέμβασης 1,05118656775,27311
20035256305,X643221,2026-01-22 17:30:23,Αίθουσα Επέμβασης 4,24107406710,18928
02088077728,X613959,2024-10-31 14:21:20,Χειρουργείο 5,04096470957,9260
20049191177,X674721,2024-12-30 14:09:45,Αίθουσα Επέμβασης 3,11019339247,12771
21070893806,X658957.23,2024-01-11 09:29:06,Χειρουργείο 5,25067343186,4497
26015803795,X689343,2024-12-28 02:15:04,Αίθουσα Επέμβασης 4,22069080015,25321
26069683247,X603423,2024-07-06 17:11:23,Χειρουργείο 5,16057668308,25252
06026678961,X688229,2026-09-17 18:10:47,Αίθουσα Επέμβασης 5,28088884090,27393
06033304317,X634041,2025-08-09 07:38:55,Χειρουργείο 1,25099582251,28587
28090107767,X603899,2025-04-18 05:04:45,Αίθουσα Επέμβασης 4,13129208275,9693
15124067865,X626239,2026-07-02 16:18:21,Χειρουργείο 3,15128940931,14956
14129283448,X635079,2025-02-01 10:08:29,Χειρουργείο 2,18067010293,1328
12057460856,X633937.267,2024-02-22 17:01:44,Χειρουργείο 3,01068388909,13658
23012351253,X622351,2026-02-19 17:17:19,Χειρουργείο 4,21059604573,2160
26123314118,X631957.101,2024-07-17 06:09:00,Αίθουσα Επέμβασης 2,13019416697,17835
12081949264,X633937.218,2026-01-06 01:14:13,Αίθουσα Επέμβασης 4,06028417733,27513
08108416062,B313605.54,2025-06-03 22:16:38,Χειρουργείο 4,17059777666,6172
07120735255,X703037,2024-01-28 01:45:34,Αίθουσα Επέμβασης 5,12057155300,5768
21123618628,X622023,2024-01-17 03:56:00,Αίθουσα Επέμβασης 1,27028634014,5344
03036254591,B308173,2025-03-05 19:16:47,Χειρουργείο 2,06067270098,1302
01099634373,X709515,2024-09-12 22:28:53,Χειρουργείο 3,19117034799,21204
01054505558,X719939,2025-10-10 09:26:54,Χειρουργείο 1,01129618953,1738
25045693765,X646373,2026-12-24 06:50:55,Χειρουργείο 2,19028204618,4209
13103019920,X666421,2025-06-08 11:13:46,Αίθουσα Επέμβασης 5,03047764549,16666
18113778665,X635035,2026-06-21 08:32:12,Χειρουργείο 4,01048115081,21477
05078821514,X684459,2026-10-11 01:39:21,Αίθουσα Επέμβασης 3,18077668129,9956
14093812527,X704239,2024-11-13 04:13:53,Χειρουργείο 5,27119559754,6529
07027112247,B305127,2026-02-18 20:43:06,Χειρουργείο 5,16109211017,20062
24053262546,K511981,2026-07-23 18:29:16,Αίθουσα Επέμβασης 3,20056259580,24355
18038742654,X682039,2025-06-19 13:09:42,Αίθουσα Επέμβασης 4,16038345197,21383
08116612561,X651161,2026-03-14 14:05:59,Χειρουργείο 5,04077053309,15911
16035261898,X628257,2025-07-30 22:35:01,Αίθουσα Επέμβασης 3,11029101695,27304
15048158886,X718269,2025-05-06 19:35:24,Χειρουργείο 1,29018720992,26378
14041388383,X635289,2026-09-08 08:26:58,Χειρουργείο 3,20018969312,10292
05068207932,X657519,2024-08-31 21:16:46,Αίθουσα Επέμβασης 5,14036730831,27198
02093347951,A401001,2024-05-30 07:01:37,Αίθουσα Επέμβασης 4,25067470203,439
17084440158,X633937.127,2026-05-09 17:05:50,Χειρουργείο 3,05059061176,23126
24094233278,X695069,2025-02-16 09:42:51,Αίθουσα Επέμβασης 5,08046234626,26740
02099409871,B313605.67,2026-03-31 16:47:58,Χειρουργείο 1,30076480256,7939
02118246583,X631957.46,2025-08-21 01:56:09,Αίθουσα Επέμβασης 3,31077414694,23260
27021596979,B305943,2026-02-26 18:21:07,Χειρουργείο 1,16129514595,11979
31030593700,X632219,2025-12-05 09:41:08,Αίθουσα Επέμβασης 2,06129398379,25191
06120159460,Β315905.40,2026-06-19 08:13:49,Χειρουργείο 4,28086691989,3275
24124326884,B316705.14,2025-09-24 00:39:41,Χειρουργείο 3,12057413455,11598
16067403837,Χ639957.3,2026-06-16 06:24:19,Χειρουργείο 3,06129398379,9536
24066719497,X689639,2026-08-19 14:18:24,Αίθουσα Επέμβασης 2,23077968309,4274
16080273262,X665559,2026-11-23 04:35:50,Αίθουσα Επέμβασης 2,07079445783,9047
15015586294,X713939,2024-07-25 23:46:17,Χειρουργείο 4,06127921077,5534
20010854416,X627817.16,2024-11-09 16:41:20,Χειρουργείο 3,14036730831,14621
09119886391,X658957.18,2025-12-29 05:58:56,Αίθουσα Επέμβασης 1,21056659269,4779
11124940969,B314677,2026-02-11 19:41:27,Αίθουσα Επέμβασης 2,07017002380,23352
05063750583,X668687,2026-02-10 06:04:43,Αίθουσα Επέμβασης 4,16057668308,27189
20114146461,A400129,2026-03-01 01:55:38,Αίθουσα Επέμβασης 2,31036764120,3981
10057774738,X627269,2026-11-25 23:53:10,Αίθουσα Επέμβασης 5,16037267290,9280
08033263470,Β311905.149,2025-10-20 07:52:27,Αίθουσα Επέμβασης 3,06028417733,69
23053876432,X618551,2024-09-18 21:11:25,Αίθουσα Επέμβασης 1,06066504974,22370
15026568719,A400237,2025-02-08 02:00:08,Χειρουργείο 3,24107406710,13022
13119970597,X622011,2026-08-10 04:53:55,Χειρουργείο 1,20036906148,25281
08077709349,X633937.230,2024-12-29 11:23:54,Αίθουσα Επέμβασης 1,03067202384,11729
05046962343,B313605.386,2024-05-02 07:34:04,Χειρουργείο 3,04049765143,21503
03051812109,X633937.88,2026-08-06 07:47:39,Αίθουσα Επέμβασης 5,14048983004,9415
10048914376,X634649,2025-01-18 05:41:37,Αίθουσα Επέμβασης 1,23017282546,19123
11070940396,B314807,2024-06-17 20:42:59,Χειρουργείο 5,27058235299,14633
16098433026,X647407,2026-07-23 04:57:48,Αίθουσα Επέμβασης 4,23018017465,19266
22065221686,X633937.253,2026-10-29 07:53:59,Αίθουσα Επέμβασης 1,25078560613,13089
09110952485,B316705.84,2024-12-20 09:13:03,Χειρουργείο 3,02038186264,14396
14116122012,B308781,2024-11-25 10:45:51,Αίθουσα Επέμβασης 2,21116234129,20932
22015266498,A400221,2025-09-07 20:56:59,Αίθουσα Επέμβασης 3,17098211492,22834
01114399582,B313605.83,2026-10-03 16:28:37,Χειρουργείο 5,27039198147,5992
29094990766,X634753,2024-04-16 23:32:18,Χειρουργείο 5,18078628006,24216
28023594507,K508347,2025-10-20 18:17:40,Χειρουργείο 5,13049344733,11802
26029727788,X633937.133,2026-04-21 13:43:24,Χειρουργείο 5,16037267290,18382
17081476194,B313605.5,2024-03-14 01:58:37,Χειρουργείο 4,13036214191,20044
29013628067,X681057.7,2025-07-15 14:07:54,Χειρουργείο 1,08078996446,2920
26027929628,A403799.29,2025-03-27 01:02:21,Χειρουργείο 1,10028991768,28059
25124594598,X653595,2024-03-01 04:12:01,Χειρουργείο 4,18067010293,11539
18060188235,K513635,2025-06-17 19:33:45,Αίθουσα Επέμβασης 2,21037222305,7522
18048845310,B314881,2026-05-06 21:31:03,Αίθουσα Επέμβασης 1,25067343186,3527
06121920126,X634679,2025-08-18 09:33:16,Χειρουργείο 1,19067764454,8625
13073033997,B300259,2024-09-25 17:54:37,Χειρουργείο 3,05056159470,16378
01034969029,X622859,2024-05-25 06:48:05,Αίθουσα Επέμβασης 1,26109596245,5295
23100963179,X719439,2026-01-05 09:42:36,Αίθουσα Επέμβασης 2,31036764120,2324
06077124643,X628209,2025-01-11 08:45:33,Χειρουργείο 2,23018017465,23393
19025537312,X612029,2024-12-10 21:51:36,Χειρουργείο 3,30066643000,16428
17079383198,K500955,2024-12-13 18:50:17,Χειρουργείο 5,29018364310,1236
07071241344,X645771,2024-09-02 13:18:14,Χειρουργείο 4,17059777666,9766
26020097594,K517395,2025-07-02 04:23:59,Αίθουσα Επέμβασης 2,27127004840,28498
02060903199,X626929,2025-01-25 20:47:44,Αίθουσα Επέμβασης 4,05017393553,17738
08078284333,X679133,2024-02-29 03:03:14,Αίθουσα Επέμβασης 2,14048983004,17029
22028517696,X666961,2025-08-10 04:52:33,Χειρουργείο 1,19117034799,10660
23012351253,X633937.86,2026-04-19 22:14:12,Χειρουργείο 2,19088103483,9973
05058997424,X686439,2025-12-24 16:43:27,Χειρουργείο 4,18038419704,11165
26084986187,X704281,2025-08-03 04:23:46,Αίθουσα Επέμβασης 3,15097845869,17694
27114041275,B316403,2025-09-13 23:38:12,Αίθουσα Επέμβασης 3,01028453566,5757
02039261500,X620959,2026-05-26 14:58:56,Χειρουργείο 4,08107948767,17976
18125074497,B313605.32,2024-11-16 11:52:20,Αίθουσα Επέμβασης 4,26056031201,12445
13040946144,X636871,2026-08-04 18:57:15,Χειρουργείο 2,26027420823,3168
19096703783,X643215,2026-05-26 14:23:42,Αίθουσα Επέμβασης 4,03079784188,2596
26113943986,X636207,2025-02-14 21:14:54,Χειρουργείο 5,31018504386,2191
08013856619,B310509,2024-08-09 20:43:44,Αίθουσα Επέμβασης 4,27119559754,24419
04113945919,K508463,2024-09-16 21:54:05,Αίθουσα Επέμβασης 4,30037959532,937
20098749366,X669869,2026-04-21 06:23:46,Αίθουσα Επέμβασης 4,14117875826,13080
18064234869,X622523,2026-05-03 12:03:50,Χειρουργείο 4,02078022955,24757
29075672288,X635099,2025-11-07 19:53:37,Αίθουσα Επέμβασης 1,14076889096,19300
11029990503,A401261,2025-09-11 23:36:40,Αίθουσα Επέμβασης 5,21107446461,2158
16035577061,Β311905.92,2024-12-29 08:58:06,Χειρουργείο 1,10088406393,28912
19026303320,X622137,2026-10-22 16:10:54,Αίθουσα Επέμβασης 3,04077053309,6283
25092254016,B314047,2024-06-05 19:25:28,Αίθουσα Επέμβασης 4,14026323754,23643
17020243696,X668603,2024-09-30 07:42:53,Αίθουσα Επέμβασης 3,19117034799,6818
29090122396,K512975.20,2025-11-24 05:20:49,Αίθουσα Επέμβασης 2,07096320081,9193
25123608930,X697759,2025-06-03 19:14:37,Αίθουσα Επέμβασης 2,31128168449,16764
25030006651,A401665,2025-09-18 22:49:23,Χειρουργείο 1,24097463592,26341
22115078255,X713381,2025-02-27 00:42:11,Αίθουσα Επέμβασης 5,07067536585,18626
03124380240,B316705.115,2024-10-27 04:13:36,Αίθουσα Επέμβασης 1,30037959532,14946
09068072413,X697105,2025-11-09 14:55:45,Χειρουργείο 4,21107026591,3436
23042532957,X633937.104,2026-03-20 18:48:43,Χειρουργείο 2,12057413455,5414
11103567733,X652479,2024-11-22 07:41:53,Αίθουσα Επέμβασης 2,17087168135,14582
06061708337,X657957.10,2025-02-13 23:18:02,Αίθουσα Επέμβασης 3,13049573563,11120
13014334143,X626091,2025-06-28 21:21:26,Αίθουσα Επέμβασης 3,23059304171,19435
10074913688,X655193,2025-04-17 03:20:55,Χειρουργείο 3,25059138149,26216
29016418415,B306903,2024-03-03 15:59:58,Χειρουργείο 3,11029101695,7419
14012501027,X641219,2026-06-12 20:25:22,Αίθουσα Επέμβασης 5,21107026591,28931
22076406864,K506417,2025-12-25 17:33:35,Αίθουσα Επέμβασης 1,10098802211,8235
23059909646,X696671,2024-03-24 17:06:20,Χειρουργείο 2,29018720992,4546
25093344555,X659079,2026-01-17 15:20:28,Αίθουσα Επέμβασης 1,13049573563,15078
15034307328,X631957.93,2025-06-26 22:19:37,Αίθουσα Επέμβασης 4,13036214191,11288
24014552434,X637049,2026-04-10 01:09:34,Χειρουργείο 1,06127921077,23958
07046394339,X631957.62,2025-02-05 01:01:33,Αίθουσα Επέμβασης 1,05118656775,1890
18043452247,X634073,2025-11-21 21:24:40,Αίθουσα Επέμβασης 5,07119294567,1411
19068032398,K511945,2025-09-11 15:46:11,Χειρουργείο 5,21029390527,23446
04014885385,X668319,2024-10-16 05:37:53,Χειρουργείο 2,20036906148,19529
13077502206,B314979,2026-04-24 23:47:04,Χειρουργείο 4,12097182585,626
29089164331,X631957.89,2025-08-24 02:17:55,Αίθουσα Επέμβασης 3,16038345197,19860
21105275230,Χ629957.4,2025-07-24 16:38:45,Αίθουσα Επέμβασης 5,08038064163,10680
20070380643,B316705.29,2024-09-26 10:15:50,Χειρουργείο 3,19097671585,19170
27114967038,K517979.3,2026-10-14 14:23:05,Χειρουργείο 1,28106015571,16576
29030857630,X632823,2026-01-27 16:39:34,Αίθουσα Επέμβασης 1,26076648963,17786
11010906808,X707441,2025-06-27 18:19:15,Χειρουργείο 1,29038506566,13367
30056840574,X697799,2025-05-03 14:20:49,Αίθουσα Επέμβασης 5,14017779931,2970
25054851782,X633937.200,2025-07-07 12:52:19,Χειρουργείο 4,31087386956,23753
07045479450,A401045,2024-01-04 15:15:12,Αίθουσα Επέμβασης 1,18026491407,20388
14025056499,B316305.32,2026-05-11 22:01:24,Αίθουσα Επέμβασης 2,27016538344,22271
01103062862,X709203,2024-03-31 00:29:49,Αίθουσα Επέμβασης 5,14026323754,6592
09120283499,B305911,2026-07-06 06:22:24,Χειρουργείο 2,07119294567,7343
06108475056,B313551,2024-11-28 22:48:13,Αίθουσα Επέμβασης 1,13106968050,12669
18037955602,B304187,2026-04-20 09:25:44,Χειρουργείο 4,30087210990,9590
13095140410,X643159,2024-08-13 04:02:40,Χειρουργείο 1,19029442004,26565
31124270799,X710183,2024-12-12 11:53:00,Χειρουργείο 5,25108359031,14140
28096147736,B316705.29,2026-03-14 17:52:06,Χειρουργείο 3,26086295833,1917
23117037628,X667621,2024-07-26 15:13:23,Αίθουσα Επέμβασης 4,16109211017,3244
08097931892,X710489,2026-03-06 23:43:27,Χειρουργείο 1,20039428891,8199
09051389311,B311985,2025-03-09 14:44:20,Χειρουργείο 2,23017282546,9064
20036140538,X633937.19,2025-02-12 00:41:39,Αίθουσα Επέμβασης 3,25098689646,2153
21120740431,B314465,2025-06-04 15:44:51,Χειρουργείο 5,19049805360,15482
27057375931,B310601,2024-03-28 08:28:35,Αίθουσα Επέμβασης 1,02088557462,22204
18016496206,X633937.243,2024-08-01 05:17:39,Αίθουσα Επέμβασης 2,28106015571,21814
25047789896,X625647,2025-06-08 19:45:40,Αίθουσα Επέμβασης 3,01026474429,14234
04047067707,X610059,2025-12-30 01:49:49,Αίθουσα Επέμβασης 2,02036898951,29342
09014863826,X631079,2025-07-26 06:24:11,Αίθουσα Επέμβασης 5,14048983004,18486
17121894523,B316705.8,2026-04-28 23:35:49,Αίθουσα Επέμβασης 3,27127004840,16268
06016992151,X661263,2025-08-09 05:13:39,Χειρουργείο 4,06056298788,9418
05093349929,X694173,2026-02-19 23:35:12,Αίθουσα Επέμβασης 5,16037267290,6084
27121724911,X708853,2024-05-30 06:55:00,Αίθουσα Επέμβασης 1,22029134563,8852
15038423286,X666957,2025-08-04 06:45:32,Χειρουργείο 3,25099582251,13609
28075011401,B314581,2026-03-16 10:32:42,Χειρουργείο 1,02119001109,18074
07123973722,B305007,2025-10-30 22:27:54,Αίθουσα Επέμβασης 1,16109211017,21647
03018073781,X631957.131,2025-09-12 03:13:57,Χειρουργείο 2,21079047523,21424
05128330603,ΠΕΡΙΟΧΗ ΚΟΙΛΙΑΚΟΥ ΤΟΙΧΩΜΑΤΟΣ – ΠΕΡΙΤΟΝΑΙΟΥ,2025-09-09 15:51:41,Αίθουσα Επέμβασης 2,21046521057,13890
31127848611,X612009,2024-03-18 13:59:51,Αίθουσα Επέμβασης 2,02038186264,20461
30114210726,X713663,2025-06-14 10:57:15,Αίθουσα Επέμβασης 3,18079137617,26077
04081484987,X633937.40,2024-11-24 19:12:37,Χειρουργείο 5,04097289185,1060
27107131594,X635609,2025-12-23 07:31:28,Χειρουργείο 3,06067101897,1154
25088054667,X622519,2025-07-24 00:48:17,Χειρουργείο 1,06088858657,16982
10109250414,X670743,2025-03-28 02:35:55,Χειρουργείο 5,07039120569,6881
17015988097,X683969,2025-04-05 02:13:05,Χειρουργείο 5,14107187228,21059
15040290488,X633937.8,2025-01-21 04:54:26,Χειρουργείο 3,03097463750,28647
05108211842,B316157,2026-04-14 12:11:12,Αίθουσα Επέμβασης 3,22046863505,418
30122306306,X668223,2026-08-11 11:43:40,Αίθουσα Επέμβασης 4,28027843113,7657
25035088523,X694527,2025-02-19 13:50:15,Αίθουσα Επέμβασης 5,18117707554,15197
06048537264,K500301,2024-11-05 07:18:26,Χειρουργείο 1,06027984112,11014
04053686795,Β315905.99,2026-03-11 19:14:39,Αίθουσα Επέμβασης 4,12057413455,19805
27078660742,X670231,2024-01-27 21:33:52,Αίθουσα Επέμβασης 4,22089289312,5013
11011427699,B313605.83,2026-09-12 05:16:02,Χειρουργείο 5,16098922011,20588
03037064659,X719179,2026-04-30 12:12:52,Αίθουσα Επέμβασης 4,14027204472,11400
23072032591,X627971,2026-02-08 15:03:04,Αίθουσα Επέμβασης 4,19119585662,20742
24124203057,K513623,2026-06-16 16:55:03,Αίθουσα Επέμβασης 1,31087386956,29612
07015647807,K515579.1,2025-10-28 01:29:07,Χειρουργείο 1,13019511418,10451
06015507226,X628265,2024-11-22 21:01:50,Χειρουργείο 5,20027156874,3263
14123999739,X681099,2026-04-12 12:29:53,Χειρουργείο 4,16027098320,15141
01113868149,X625159,2026-05-11 14:08:11,Αίθουσα Επέμβασης 2,23038301805,2060
15093000702,B313551,2024-03-14 15:54:01,Αίθουσα Επέμβασης 1,22077399915,5811
26020097594,X636239,2025-07-07 21:54:29,Χειρουργείο 4,22069080015,28498
27014026504,X672049,2024-12-27 01:26:26,Αίθουσα Επέμβασης 5,21116234129,23959
08043203456,B316705.68,2025-07-11 16:33:09,Χειρουργείο 1,22046863505,20870
27037831603,K516413,2026-10-31 22:37:24,Χειρουργείο 2,05118656775,26233
05111256515,X708993,2026-09-16 03:43:37,Αίθουσα Επέμβασης 1,07017336764,11820
13129045558,X635979,2024-01-09 01:58:25,Χειρουργείο 3,01129618953,25405
03115593035,X642759,2025-06-20 14:22:11,Χειρουργείο 3,18077668129,25536
27017421792,X625055,2025-04-11 14:10:44,Χειρουργείο 2,13076963118,18756
10091519310,K515021,2025-12-04 04:54:24,Χειρουργείο 4,24068366431,9420
02021367500,A401489,2024-04-08 19:35:44,Αίθουσα Επέμβασης 5,01068388909,13371
31123904407,X647685,2026-05-29 11:15:13,Χειρουργείο 1,19097671585,14959
08088127192,K512977.8,2024-07-30 20:03:48,Αίθουσα Επέμβασης 2,19097671585,4813
01094050982,X627817.2,2026-03-15 01:07:05,Αίθουσα Επέμβασης 2,30128750138,18199
25112177335,X647535,2027-01-02 06:33:16,Αίθουσα Επέμβασης 2,03097463750,23718
11099207506,X651201,2025-04-22 19:54:56,Αίθουσα Επέμβασης 4,04119239492,23568
02085150558,X630669,2026-03-26 10:55:53,Χειρουργείο 3,21116234129,174
12103597688,X622127,2024-09-13 21:28:06,Αίθουσα Επέμβασης 4,26086400932,21551
02126239125,X633937.197,2025-01-02 19:46:34,Αίθουσα Επέμβασης 2,24127184919,11123
16073935084,B308217,2026-12-06 02:18:58,Αίθουσα Επέμβασης 1,26119233090,3456
20048316076,B314487,2024-11-05 06:31:19,Αίθουσα Επέμβασης 3,18027242588,25388
14021817432,X652921,2026-03-10 21:48:26,Χειρουργείο 5,20118029005,11717
23055219253,X633937.158,2026-10-08 09:37:45,Χειρουργείο 4,24097463592,24820
25041865262,B305369,2026-03-16 23:22:31,Αίθουσα Επέμβασης 2,26027420823,12136
18023716755,X683109,2025-02-14 15:08:14,Αίθουσα Επέμβασης 5,23099549068,24125
21110249392,X681073,2026-03-05 22:05:09,Χειρουργείο 2,21116234129,24393
18029052466,Β315905.115,2026-05-24 12:00:38,Αίθουσα Επέμβασης 5,27116381556,8345
24071502016,Β311905.107,2024-06-25 14:25:12,Αίθουσα Επέμβασης 2,20027211534,21379
21104763132,X718969,2024-09-03 16:29:26,Χειρουργείο 4,12057155300,28677
05091737998,B313371,2025-01-26 05:48:11,Χειρουργείο 2,26076648963,21258
30114233470,K514133,2026-08-25 07:09:46,Χειρουργείο 2,27016538344,5579
29118880818,Β315905.16,2025-09-23 22:26:08,Χειρουργείο 2,10049377861,25392
02129550783,X603761,2025-12-30 01:28:28,Αίθουσα Επέμβασης 4,09077793434,19625
13014720791,B305817,2024-06-28 23:21:51,Αίθουσα Επέμβασης 4,22077399915,3000
07031281611,X628675,2024-02-16 05:52:01,Χειρουργείο 1,01026474429,19091
05031930224,X626403,2026-09-01 10:01:34,Αίθουσα Επέμβασης 3,06027984112,22476
12100650960,X709439,2025-09-29 09:12:08,Χειρουργείο 5,07067536585,22856
07052584162,X716639,2026-06-25 19:43:50,Χειρουργείο 5,07079445783,26956
01094054433,Β315905.30,2026-03-31 04:06:29,Χειρουργείο 4,17049454625,28992
