ΑΡΙΘΜΟΣ_ΣΥΜΒΟΛΑΙΟΥ,ΟΝΟΜΑ_ΦΟΡΕΑ,ΑΜΚΑ_ΑΣΘΕΝΗ
INS-737504429,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,23094345304
INS-160169919,GENERALI,05075791761
INS-277990963,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,13098425089
INS-365420422,INTERAMERICAN,11119389154
INS-773062990,ΕΟΠΥΥ,05118643192
INS-540844595,EUROLIFE FFH,03117122760
INS-005725014,ΕΟΠΥΥ,01039050221
INS-318017874,GENERALI,15087794892
INS-075927243,INTERAMERICAN,15108325478
INS-917738278,NN HELLAS,17058883068
INS-955211335,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,20108325471
INS-549285010,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,08090674309
INS-835870924,GENERALI,10012010054
INS-367588858,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,28096059105
INS-113244801,INTERAMERICAN,22091796194
INS-022472790,INTERAMERICAN,06073480275
INS-455360233,GENERALI,19117588760
INS-961759829,EUROLIFE FFH,23015823810
INS-968983489,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,22095895938
INS-560155032,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,01048086209
INS-207667771,GENERALI,04110820033
INS-004473555,INTERAMERICAN,15062267254
INS-264971279,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,13094241993
INS-556849384,EUROLIFE FFH,09059423603
INS-938953286,ΕΟΠΥΥ,10016072276
INS-172147705,GENERALI,11105559724
INS-255496373,ΕΟΠΥΥ,14070022917
INS-881764823,NN HELLAS,31089113399
INS-332213058,INTERAMERICAN,28037812936
INS-899503478,ΕΟΠΥΥ,16040970354
INS-311337429,INTERAMERICAN,27129692534
INS-624732110,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,16052493812
INS-501486716,NN HELLAS,26067250748
INS-707899322,EUROLIFE FFH,30047534670
INS-224268008,NN HELLAS,08081551480
INS-077320791,ΕΟΠΥΥ,15036607366
INS-256387882,NN HELLAS,05046099270
INS-034011348,EUROLIFE FFH,23079311370
INS-248555330,INTERAMERICAN,02065492496
INS-779785518,EUROLIFE FFH,12028571369
INS-543333228,EUROLIFE FFH,15039346326
INS-284653073,NN HELLAS,04055449040
INS-726658424,NN HELLAS,09032599563
INS-092583365,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,09069411822
INS-998379648,EUROLIFE FFH,28063845547
INS-046465830,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,17044389273
INS-540613976,NN HELLAS,07035282971
INS-800866362,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,22031285302
INS-982278928,ΕΟΠΥΥ,16027498838
INS-895325726,NN HELLAS,03089949669
INS-548380837,ΕΟΠΥΥ,21050739641
INS-456806450,ΕΟΠΥΥ,22086735408
INS-268538605,EUROLIFE FFH,15029311184
INS-547053489,GENERALI,08026848923
INS-761796965,INTERAMERICAN,30090187376
INS-716114951,INTERAMERICAN,18022271600
INS-226017704,ΕΟΠΥΥ,14042454059
INS-611688878,EUROLIFE FFH,19014537967
INS-451127760,ΕΟΠΥΥ,16015420973
INS-213696161,NN HELLAS,16012347624
INS-838216288,GENERALI,05060228094
INS-185964150,GENERALI,30093570183
INS-842438911,ΕΟΠΥΥ,17127251399
INS-101850539,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,09090902446
INS-932336097,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,04070084452
INS-171920019,INTERAMERICAN,30113142545
INS-640233255,NN HELLAS,08045065575
INS-210823721,NN HELLAS,10015676231
INS-081991532,GENERALI,20037178458
INS-384335109,INTERAMERICAN,21042495456
INS-702531827,ΕΟΠΥΥ,16054794232
INS-961454540,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,29034836124
INS-849017005,INTERAMERICAN,02076714735
INS-007206827,NN HELLAS,25035362407
INS-800744226,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,01020901919
INS-243389990,NN HELLAS,09127002140
INS-827708413,EUROLIFE FFH,11029389275
INS-267895051,ΕΟΠΥΥ,19024871759
INS-845101817,NN HELLAS,19073652491
INS-374734151,ΕΟΠΥΥ,28064688474
INS-832905432,INTERAMERICAN,03053521719
INS-727900410,GENERALI,27091291936
INS-387695701,INTERAMERICAN,30063341892
INS-600546901,NN HELLAS,04093017992
INS-152776233,GENERALI,05096828970
INS-428173462,ΕΟΠΥΥ,12034298650
INS-648720236,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,14080717602
INS-066931115,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,25103816029
INS-184972176,EUROLIFE FFH,25069720960
INS-933651045,ΕΟΠΥΥ,12094860916
INS-200342470,GENERALI,07110451521
INS-095680729,NN HELLAS,26094492357
INS-787682765,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,12085258748
INS-361907297,INTERAMERICAN,23015459786
INS-445629330,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,17062163147
INS-828013171,INTERAMERICAN,05051797156
INS-723406748,INTERAMERICAN,21128316493
INS-901920995,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,01046954452
INS-862193391,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,08040970101
INS-855207609,EUROLIFE FFH,22052386781
INS-857248223,INTERAMERICAN,25096330609
INS-526836062,GENERALI,10098402796
INS-516147934,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,22069918269
INS-657535573,ΕΟΠΥΥ,05015676807
INS-419431919,INTERAMERICAN,18013157067
INS-839549591,ΕΟΠΥΥ,05123635470
INS-571413009,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,16124909618
INS-282586434,EUROLIFE FFH,16070700323
INS-564756977,INTERAMERICAN,06040176554
INS-980827280,GENERALI,19105944530
INS-868386723,ΕΟΠΥΥ,10057121213
INS-219516176,GENERALI,14081032031
INS-299833287,GENERALI,19073833344
INS-291932256,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,06067957709
INS-758637358,EUROLIFE FFH,24031615701
INS-493251678,ΕΟΠΥΥ,05097039140
INS-669389129,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,17030834123
INS-589590535,INTERAMERICAN,16035261898
INS-106177079,ΕΟΠΥΥ,09065411785
INS-436652148,GENERALI,07068326783
INS-110693027,NN HELLAS,25077559000
INS-034660429,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,21047189114
INS-815763741,INTERAMERICAN,25037700280
INS-652038771,ΕΟΠΥΥ,28068659308
INS-388277103,EUROLIFE FFH,20122285327
INS-128343187,INTERAMERICAN,29038568952
INS-973716616,NN HELLAS,02061066504
INS-712054819,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,03015261594
INS-957963760,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,11028048574
INS-911275705,ΕΟΠΥΥ,20038177668
INS-743138070,NN HELLAS,09038428667
INS-377079697,ΕΟΠΥΥ,09118885829
INS-613032922,ΕΟΠΥΥ,06068959762
INS-246157966,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,15120664305
INS-081791970,INTERAMERICAN,08056551260
INS-399297744,EUROLIFE FFH,14020878056
INS-064273879,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,28121090674
INS-313595552,INTERAMERICAN,20020336406
INS-210311537,INTERAMERICAN,28105690091
INS-203239595,NN HELLAS,27047628895
INS-009698846,EUROLIFE FFH,09015368026
INS-508790362,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,18040984027
INS-940059494,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,13042025894
INS-573225804,INTERAMERICAN,22027760976
INS-957329744,GENERALI,22016701384
INS-914741436,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,08087850549
INS-547191568,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,11067359244
INS-742595657,GENERALI,12129797829
INS-692573891,NN HELLAS,04128962979
INS-070721397,GENERALI,08106066010
INS-175212835,NN HELLAS,03116997559
INS-175889432,INTERAMERICAN,14048159774
INS-652184569,GENERALI,22028542406
INS-959404718,EUROLIFE FFH,21111881588
INS-851644183,EUROLIFE FFH,29105500860
INS-389287855,GENERALI,14114513351
INS-820336789,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,13099673441
INS-717217485,NN HELLAS,10019752313
INS-533775890,EUROLIFE FFH,03117794561
INS-997097211,NN HELLAS,09089992598
INS-862660702,GENERALI,26099921099
INS-403727101,GENERALI,04082378736
INS-004515293,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,11017713944
INS-296405028,ΕΟΠΥΥ,20090985809
INS-128036068,ΕΟΠΥΥ,17057967786
INS-609284474,ΕΟΠΥΥ,14079315385
INS-281118251,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,11108623635
INS-951117242,NN HELLAS,03046793207
INS-688919361,GENERALI,31105833360
INS-337043798,NN HELLAS,16021117058
INS-234681986,NN HELLAS,25027486018
INS-212596898,GENERALI,27055088974
INS-011729289,EUROLIFE FFH,06010405708
INS-601952368,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,08083144243
INS-395865606,EUROLIFE FFH,03081106494
INS-249343150,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,29126519437
INS-255537984,GENERALI,07109628155
INS-371749407,EUROLIFE FFH,15051607772
INS-056498995,EUROLIFE FFH,18024058603
INS-515759335,INTERAMERICAN,25076090957
INS-684105597,EUROLIFE FFH,05026160022
INS-155873615,INTERAMERICAN,05039513796
INS-657880643,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,09044729475
INS-826946232,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,11126434108
INS-086044018,INTERAMERICAN,29113780040
INS-236906618,EUROLIFE FFH,31129587488
INS-449525615,ΕΟΠΥΥ,07049717561
INS-713260466,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,20051794475
INS-910540164,ΕΟΠΥΥ,14062397883
INS-427499997,NN HELLAS,27119528718
INS-479689079,NN HELLAS,18027503320
INS-808511307,NN HELLAS,01051853082
INS-587388381,EUROLIFE FFH,03094913037
INS-348527502,NN HELLAS,30120586038
INS-638124994,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,05049230132
INS-517970689,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,18097357224
INS-693763193,GENERALI,12046029947
INS-612358437,NN HELLAS,27071477302
INS-177612331,GENERALI,23067420104
INS-979208945,EUROLIFE FFH,26032179380
INS-957579360,EUROLIFE FFH,27060543869
INS-455640055,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,11017837565
INS-701173037,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,28072105752
INS-902454726,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,18038465189
INS-416902260,INTERAMERICAN,04014989121
INS-767052999,EUROLIFE FFH,10106941669
INS-692691461,EUROLIFE FFH,23088305104
INS-320547075,INTERAMERICAN,25028246417
INS-475121612,ΕΟΠΥΥ,01094928352
INS-539812634,GENERALI,21073001137
INS-357744601,ΕΟΠΥΥ,13088208737
INS-756396171,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,02051182472
INS-812877136,INTERAMERICAN,27113369861
INS-883974773,EUROLIFE FFH,16078756781
INS-684939372,INTERAMERICAN,04068586740
INS-647176958,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,06026680534
INS-462743247,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,21075940621
INS-478982822,ΕΟΠΥΥ,11098528210
INS-986673170,GENERALI,19102095800
INS-477960720,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,14111787480
INS-760346950,NN HELLAS,29121755383
INS-469834204,INTERAMERICAN,03129901141
INS-590286390,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,18050274744
INS-860014915,NN HELLAS,03121761182
INS-193143968,NN HELLAS,22074933587
INS-590505469,INTERAMERICAN,07094593547
INS-254232037,NN HELLAS,28114664710
INS-615232431,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,18089927839
INS-169642839,EUROLIFE FFH,24129394636
INS-506577241,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,26076518675
INS-108893239,ΕΟΠΥΥ,29098015153
INS-283278661,INTERAMERICAN,25031741079
INS-391772994,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,08101218151
INS-995899188,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,15036624657
INS-101444969,EUROLIFE FFH,10036058788
INS-253593931,GENERALI,02087604849
INS-711223535,EUROLIFE FFH,05057950358
INS-016141135,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,09039155943
INS-055209609,EUROLIFE FFH,18028302684
INS-156076037,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,17110168537
INS-622863042,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,02086281465
INS-731760578,GENERALI,08073639408
INS-680075527,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,30095438775
INS-963787571,NN HELLAS,05096467283
INS-042727435,NN HELLAS,11061178746
INS-817357361,GENERALI,11078462064
INS-567848391,INTERAMERICAN,21105275230
INS-739120867,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,14033541214
INS-920019179,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,28053954793
INS-520500338,EUROLIFE FFH,01044438220
INS-207495973,GENERALI,14115268947
INS-162063526,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,12071346873
INS-746887046,EUROLIFE FFH,21081551762
INS-673929622,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,09097481747
INS-635436613,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,07020493472
INS-571244862,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,09067564209
INS-903953901,ΕΟΠΥΥ,12037464377
INS-454904918,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,10060837071
INS-884404170,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,23118237067
INS-860539250,NN HELLAS,17019835752
INS-903993478,INTERAMERICAN,23113835540
INS-613474300,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,16027551149
INS-108479535,INTERAMERICAN,25016918370
INS-213768349,GENERALI,24051298237
INS-030378981,EUROLIFE FFH,21098067361
INS-129253172,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,03092268993
INS-960912105,GENERALI,04046717483
INS-648339451,GENERALI,06091959825
INS-668209715,INTERAMERICAN,24086827938
INS-092210720,GENERALI,12111607290
INS-401904576,INTERAMERICAN,23021233420
INS-050404898,ΕΟΠΥΥ,11015932877
INS-514703981,ΕΟΠΥΥ,18100720318
INS-734826216,GENERALI,20077009762
INS-067180750,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,22104561750
INS-461917516,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,17036597386
INS-358879577,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,09034863610
INS-053585360,GENERALI,23016767332
INS-216376742,GENERALI,01062414740
INS-058466135,INTERAMERICAN,20024632514
INS-545806852,GENERALI,19065772259
INS-135753056,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,02063758434
INS-713550988,ΕΟΠΥΥ,05026731201
INS-516883831,EUROLIFE FFH,05046497851
INS-269750679,NN HELLAS,09019499079
INS-089738151,EUROLIFE FFH,08026191071
INS-693429163,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,18031556666
INS-309187499,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,19096718265
INS-387567243,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,14094379629
INS-454791795,INTERAMERICAN,24047557628
INS-062782114,NN HELLAS,03127506059
INS-917855798,NN HELLAS,25053816282
INS-700283405,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,04097041325
INS-120335159,ΕΟΠΥΥ,12010421904
INS-943801784,EUROLIFE FFH,14127019613
INS-734053083,GENERALI,16094545374
INS-276497390,NN HELLAS,16046995359
INS-191285731,ΕΟΠΥΥ,17063714109
INS-830076973,ΕΟΠΥΥ,13098270823
INS-758538622,GENERALI,23044529875
INS-681767059,GENERALI,24016634045
INS-056669025,ΕΟΠΥΥ,06079421150
INS-608590102,NN HELLAS,26091494955
INS-746578229,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,08074525834
INS-688165604,ΕΟΠΥΥ,21070081530
INS-670642318,EUROLIFE FFH,27050641993
INS-349528105,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,31017156609
INS-246634962,GENERALI,21026606615
INS-128010647,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,19087326619
INS-890940617,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,03066819163
INS-748065725,ΕΟΠΥΥ,03055595173
INS-062617884,GENERALI,05011831622
INS-810220417,GENERALI,29053472956
INS-812862876,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,12039177644
INS-301883567,GENERALI,03060652474
INS-156734379,ΕΟΠΥΥ,29107810241
INS-972409812,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,04050429954
INS-374549141,ΕΟΠΥΥ,23074795158
INS-753205974,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,23028744274
INS-635698662,ΕΟΠΥΥ,03114615699
INS-211022544,NN HELLAS,20122397101
INS-017818123,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,29013625392
INS-386344973,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,25106821571
INS-538479132,INTERAMERICAN,01108653684
INS-632030083,ΕΟΠΥΥ,13129013970
INS-064906543,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,26076367152
INS-543089824,ΕΟΠΥΥ,10099525394
INS-462471217,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,30038717798
INS-008145561,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,23085766810
INS-656967626,ΕΟΠΥΥ,11010095666
INS-175369899,INTERAMERICAN,24116418789
INS-520625121,NN HELLAS,23124838534
INS-821447294,GENERALI,11048173298
INS-100709411,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,21116987086
INS-629040837,GENERALI,13065027070
INS-746847336,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,07103755168
INS-896704661,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,19015433728
INS-078575966,EUROLIFE FFH,03124380240
INS-367067102,NN HELLAS,26070284530
INS-663693284,INTERAMERICAN,25025926132
INS-374415136,INTERAMERICAN,10114835444
INS-824238866,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,05039803087
INS-731469401,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,20070244327
INS-778416833,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,23063124902
INS-079847018,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,10099028600
INS-557068084,ΕΟΠΥΥ,26105215456
INS-601003642,INTERAMERICAN,11101740486
INS-972482687,GENERALI,29035794495
INS-013301515,INTERAMERICAN,20082420827
INS-932536211,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,25073103732
INS-688721377,ΕΟΠΥΥ,31083911812
INS-372789215,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,09075096564
INS-915310252,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,03097129300
INS-395247813,ΕΟΠΥΥ,07029318776
INS-929718379,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,22033308946
INS-171174638,EUROLIFE FFH,23084544014
INS-847819355,NN HELLAS,11109023171
INS-694596931,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,27030925666
INS-206563820,GENERALI,27044688150
INS-605375270,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,16042094402
INS-653055631,ΕΟΠΥΥ,12042169373
INS-872852412,GENERALI,29023267855
INS-174115256,EUROLIFE FFH,10037779451
INS-405425922,GENERALI,16124261052
INS-355304302,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,18021832515
INS-931849892,INTERAMERICAN,20044032783
INS-131985236,GENERALI,28118104647
INS-016320585,INTERAMERICAN,21105262027
INS-905451839,NN HELLAS,05120291639
INS-407846220,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,08099888993
INS-614701550,ΕΟΠΥΥ,02085150558
INS-536002889,INTERAMERICAN,26063386365
INS-110314212,EUROLIFE FFH,31086389909
INS-206713252,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,11127250996
INS-624968590,ΕΟΠΥΥ,13025799147
INS-687988270,EUROLIFE FFH,19073285093
INS-556009196,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,17024449958
INS-297450379,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,04075458024
INS-668932721,INTERAMERICAN,12087087719
INS-687285505,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,19026212822
INS-114418647,EUROLIFE FFH,10051045580
INS-252444755,EUROLIFE FFH,29094193446
INS-258537008,INTERAMERICAN,28075904354
INS-798179415,ΕΟΠΥΥ,24106028444
INS-061132108,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,01105181358
INS-504668986,GENERALI,01051950790
INS-083543635,NN HELLAS,09061665266
INS-152021737,GENERALI,05047591587
INS-883038624,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,13044474304
INS-072533339,ΕΟΠΥΥ,11070549402
INS-533325847,INTERAMERICAN,07089955280
INS-072877792,INTERAMERICAN,07105014374
INS-727026940,INTERAMERICAN,28066931591
INS-643086609,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,07123976414
INS-352972158,ΕΟΠΥΥ,23034478215
INS-008303954,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,10090627111
INS-970004382,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,12023853228
INS-764788707,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,24024554729
INS-689865558,NN HELLAS,18042491322
INS-790245055,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,18040884699
INS-521280485,EUROLIFE FFH,13109110249
INS-053782801,GENERALI,01010343526
INS-733038563,ΕΟΠΥΥ,13051679934
INS-669041567,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,16043150561
INS-279260085,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,23060094709
INS-653147728,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,01091354915
INS-590785883,INTERAMERICAN,15057820567
INS-121020631,EUROLIFE FFH,11069866812
INS-339624935,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,01027509796
INS-381211828,INTERAMERICAN,06052574985
INS-661794225,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,25129732359
INS-320174074,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,07018655667
INS-800365312,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,24064371893
INS-532878614,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,09118958541
INS-750425410,INTERAMERICAN,16038797344
INS-405397060,INTERAMERICAN,06067814974
INS-847431790,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,24033625961
INS-749859025,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,01095029709
INS-148822223,INTERAMERICAN,01037627126
INS-802072633,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,20077834321
INS-237965128,INTERAMERICAN,21016141973
INS-087376978,ΕΟΠΥΥ,15021031827
INS-298540916,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,04084875290
INS-812448922,GENERALI,18068816892
INS-528219965,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,23120689295
INS-578423813,ΕΟΠΥΥ,26068277471
INS-574934409,EUROLIFE FFH,24119148853
INS-653584910,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,27041831942
INS-893463871,EUROLIFE FFH,27115807230
INS-743147563,INTERAMERICAN,04079236491
INS-125778942,ΕΟΠΥΥ,24093548737
INS-861244006,INTERAMERICAN,15085154883
INS-474265656,ΕΟΠΥΥ,20062391792
INS-046884120,EUROLIFE FFH,04119640673
INS-166926333,INTERAMERICAN,24108705518
INS-653628905,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,23110415740
INS-130976475,NN HELLAS,21043228796
INS-782122870,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,20096551307
INS-007204366,GENERALI,11124989568
INS-705620806,INTERAMERICAN,05049275981
INS-485158208,ΕΟΠΥΥ,29021655594
INS-114529927,NN HELLAS,03028164455
INS-571853432,INTERAMERICAN,01033533283
INS-593186102,INTERAMERICAN,07026513142
INS-236999205,NN HELLAS,31014010197
INS-756830346,NN HELLAS,08069234113
INS-076625225,GENERALI,05115091327
INS-688161441,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,09097495752
INS-797378372,GENERALI,05037357347
INS-042070634,NN HELLAS,07013591358
INS-567862861,NN HELLAS,15051764001
INS-782929928,ΕΟΠΥΥ,08034499889
INS-532511532,ΕΟΠΥΥ,28097212992
INS-263778426,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,11067715841
INS-412025131,NN HELLAS,13014720791
INS-578008743,ΕΟΠΥΥ,03121930355
INS-797455969,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,22056978844
INS-024054242,ΕΟΠΥΥ,27078660742
INS-037207676,NN HELLAS,15095635166
INS-391454337,GENERALI,05019576230
INS-902291815,EUROLIFE FFH,26019440244
INS-314975813,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,20028248172
INS-240471276,INTERAMERICAN,11028112017
INS-043528253,ΕΟΠΥΥ,17057552967
INS-450073974,NN HELLAS,23027346966
INS-118407888,INTERAMERICAN,24107612133
INS-120713886,NN HELLAS,06102302000
INS-061816300,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,04043603177
INS-411471808,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,28074541369
INS-411561530,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,19100311398
INS-187175220,EUROLIFE FFH,13014255582
