ΑΜΚΑ_ΑΤΟΜΟΥ,ΑΜΚΑ_ΑΣΘΕΝΗ,ΟΝΟΜΑ,ΕΠΩΝΥΜΟ,ΔΙΕΥΘΥΝΣΗ,ΤΗΛΕΦΩΝΟ,ΒΑΘΜΟΣ_ΣΥΓΓΕΝΕΙΑΣ
24065678447,13058275909,Περικλής,Τσετσέρη,"Δρακότρυπας 241,, ΤΚ 39399 Σέρρες",6990 812501,Αδελφός/ή
24068968856,16099265704,Μεταξία,Λυμαξή,"Λεωφ. Ελληνικών 41,, 13001 Καλαμάτα",26700 61 379,Γονέας
04105770827,26063971178,Μιλτιάδης,Γρετός,"Γεωργουλάκη 14-43,, 323 35 Κοζάνη",27030 46 650,Τέκνο
24089576932,10106178761,Θεοδούλη,Μπαντές,"Τσαμπαλή 13,, ΤΚ 904 44 Κομοτηνή",2108336139,Τέκνο
28076049037,05105141176,Βλαδίμηρος,Χολέβα,"Λεωφ. Εκκλησούλας 0,, ΤΚ 871 96 Χίος",(+30) 6954 780627,Σύζυγος
19019202101,24088693139,Ορέστης,Πιτσάκης,"Γεωργακοπούλου 5,, 42384 Αλεξανδρούπολη",2180 163780,Γονέας
12087392979,11063826080,Κυριακή,Μπεσύρη,"Φούστανης 64,, ΤΚ 295 62 Ξάνθη",2040 533990,Αδελφός/ή
07026212599,06114459989,Γκόλφω,Πολυχρόνης,"Βικίου 820-453,, 582 49 Ερμούπολη",+302988386196,Σύζυγος
24068486300,13120667673,Ζήνων,Ζαρειφοπούλου,"Κρυονερίτη 073,, 254 02 Καρδίτσα",6942 063 894,Σύζυγος
20066699086,23087509453,Διομήδης,Σταματούκου,"Δημοπούλου 7,, ΤΚ 569 52 Ιωάννινα",6976056419,Αδελφός/ή
19105580343,07036110381,Περιστέρα,Πέττα,"Μπαουσιών 84,, 47361 Λάρισα",2800 476 129,Γονέας
21020475074,30071907475,Ακριβός,Ναούμ,"Πάροδος Μουσθένης 65,, 04867 Θεσσαλονίκη",2418000214,Τέκνο
12056130041,05038584149,Αναστάσιος,Μωρός,"Πλάτσης 09,, 00573 Μυτιλήνη",6923 019882,Αδελφός/ή
05076580428,28107842544,Ζαχαρούλα,Βαφειάδου,"Καλαφατιώνων 885-219,, 77831 Αργοστόλι",2104985579,Αδελφός/ή
03037439118,16045949492,Ιάκωβος,Σμιτ,"Επισκοπής Νάουσας 66,, 61203 Ζάκυνθος",210 392 5686,Τέκνο
19049027238,25061430604,Νεφέλη,Καλλιάνταση,"Κορθίου 402-520,, ΤΚ 269 64 Ερμούπολη",6916697319,Αδελφός/ή
07018904020,28033232868,Τηλεμαχος,Γαβριδάκης,"Μελισσόπετρας 4,, ΤΚ 85476 Ρέθυμνο",+30 6932 747505,Αδελφός/ή
03049290855,28012577211,Μάρκος,Παληός,"Μασχολουρίου 701-566,, 47243 Μεσολόγγι",(+30) 2597 538556,Σύζυγος
01100406296,19026775514,Οδυσσεύς,Μάστορας,"Μιχοΐου 90,, ΤΚ 33695 Καρδίτσα",2200 567888,Γονέας
13068367349,30069408454,Βενέτιος,Βαλασίδης,"Στιμάγκας 6,, 138 75 Πρέβεζα",26220 01 706,Τέκνο
07080035844,24104581911,Βασίλειος,Νικολοπούλου,"Μαρουγιάννη 76,, ΤΚ 399 53 Μεσολόγγι",2380846755,Αδελφός/ή
24034935776,09080400822,Μερόπη,Γκατζογιάννης,"Λουμπούτσκου 19,, 90844 Καβάλα",+302287395894,Αδελφός/ή
01067344357,29049155521,Τίτος,Τσαντίδου,"Αρσενάκη 255-585,, 58547 Πρέβεζα",(+30) 6901 303008,Σύζυγος
24056057519,23127810612,Αγάθη,Παπασταύρου,"Αγόριανης 2,, 884 81 Λευκάδα",(+30) 2374 576215,Αδελφός/ή
20127602771,13037033374,Θεοδοσία,Σίδερης,"Πλατεία Χρυσάφων 04,, 697 19 Μεσολόγγι",2104036056,Αδελφός/ή
13068373240,20053573295,Διομήδης,Κακατσός,"Σιατίστης 222-486,, ΤΚ 27673 Καρδίτσα",+302369148044,Αδελφός/ή
05058043874,13051505555,Βαρθολομαίος,Γκιτσάκης,"Καλυβίων Θορικού 43-49,, ΤΚ 501 01 Χαλκίδα",6913 192 346,Γονέας
05116499994,15097428308,Φίλιππος,Κυριακούλη,"Βασιλατίκων 95,, 69968 Τρίκαλα",2570194902,Αδελφός/ή
10028303037,10060561418,Ιουλιανός,Τσοπανίδης,"Ροδοχωρίου 703-863,, 11995 Κατερίνη",6997 478306,Σύζυγος
21109480432,05084765517,Μένανδρος,Κουρλού,"Μαζαρακίου 862-475,, ΤΚ 413 27 Άρτα",2258021449,Αδελφός/ή
28087782815,15064820968,Νίκανδρος,Φλασκή,"Πλατεία Πραισού 46,, ΤΚ 533 14 Θεσσαλονίκη",6956 900 337,Σύζυγος
17027973547,02014888767,Πανταζής,Σαρρός,"Ευγήρου 367-786,, 38281 Βόλος",210 3227596,Γονέας
05030144719,14036535222,Αφέντης,Σταμούλη,"Πολυστύλου 2,, 48205 Κοζάνη",210 6966857,Τέκνο
10029852430,01034779404,Ειρηναίος,Μαράκη,"Λεωφ. Κορίτιανης 4,, 559 95 Χίος",210 392 7475,Αδελφός/ή
25097231139,11056150447,Θεοπίστη,Κυριαζής,"Τιθορέας 21,, 767 29 Μεσολόγγι",6940 366 510,Τέκνο
03049341891,11049970596,Πολύκαρπος,Τριβέλλας,"Γερακιούς 61,, ΤΚ 03612 Λαμία",+306980304335,Αδελφός/ή
19019784178,05115775073,Βασίλειος,Μεϊμάρης,"Ξηροκάμπου 61,, 79289 Μυτιλήνη",+302974698505,Σύζυγος
01088704703,13119595250,Άρτεμις,Βαχουθιανάκης,"Τεμπών 33,, 84997 Πύργος",+306924214739,Γονέας
24037176876,30057134733,Μαντώ,Χριστοδούλου,"Ταρσού 9,, 57942 Κομοτηνή",23310 67 944,Αδελφός/ή
21016928155,01080983981,Σταμάτιος,Πιτερός,"Μαυρατζαίων 1,, ΤΚ 538 71 Κατερίνη",(+30) 6977 807723,Τέκνο
03066506782,19010741973,Ιππόλυτος,Σμπονιάς,"Πάρ. Μαγουλίτσης 33,, 52448 Κατερίνη",2930 410 368,Γονέας
15056321962,10091630923,Λυγερή,Χατζηγεωργίου,"Παλαιόβρυσης 04,, 56497 Πολύγυρος",29730 28 295,Σύζυγος
03118600214,25106763421,Χάρις,Γρατσιάς,"Αμυγδαλής 767,, 117 91 Κοζάνη",2102716703,Σύζυγος
01029632115,10050197894,Αθηνόδωρος,Μασαούτη,"Σοκαρά 42,, 602 43 Θεσσαλονίκη",(+30) 6951 797962,Σύζυγος
09059385049,27059395642,Ανθή,Βουλτσίδου,"Δριμίσκου 85-84,, 892 56 Πάτρα",6937 242 449,Τέκνο
24126140644,29068836171,Νικόλαος,Αξιώτης,"Λεωφόρος Οροπεδίου 82,, 392 08 Χαλκίδα",210 5621989,Σύζυγος
22109619618,14027273646,Παρασκευάς,Χριστάκης,"Αγγελοχωρίου 586,, ΤΚ 95273 Σέρρες",2140 088 164,Τέκνο
15099833472,26065232237,Κορνηλία,Καλιτσουνάκης,"Θεοδοσιάδου 19,, ΤΚ 208 73 Καρδίτσα",2108837692,Γονέας
13109091363,24046182187,Χριστοφόρα,Μπαλαμπάνη,"Γυμνού 80,, 50104 Γρεβενά",21990 40 530,Γονέας
09027239509,07014510601,Ρούσα,Κίτσου,"Αγγελάκη 33,, ΤΚ 074 18 Σάμος",210 551 0332,Τέκνο
11036529982,13036317466,Ανδριανή,Μανουσέλης,"Λεωφ. Σταλού 987-736,, ΤΚ 82130 Κομοτηνή",+306949793599,Τέκνο
23069502781,23055760649,Ηρόδοτος,Μπίλλας,"Ποταμών 62-70,, 07315 Ηγουμενίτσα",(+30) 2277 721405,Τέκνο
24119045247,31071882827,Σωτηρία,Φωτακοπούλου,"Πλατεία Ελευθερών 89,, 982 39 Τρίκαλα",210 0398919,Γονέας
28095810674,25040188498,Λεωνιδιά,Βασιλειάδη,"Σκύδρας 17,, 98148 Ερμούπολη",+306934701005,Τέκνο
09087381902,24073988633,Φανούριος,Κλεινάκη,"Μουτζούρη 3,, ΤΚ 19096 Καρπενήσι",210 3068398,Γονέας
14039786435,03023428768,Αρχιμήδης,Σιώμος,"Ρουπακιάς 02,, 77046 Αλεξανδρούπολη",2810 614 804,Αδελφός/ή
25074585736,28040959971,Πλάτων,Συμεωνίδου,"Κουμαριάς 39,, 00097 Καρδίτσα",2110178863,Γονέας
27014912110,08089067496,Σαλώμη,Κατσανίκου,"Χαράδρου 7,, ΤΚ 37232 Τρίκαλα",210 6005777,Γονέας
12096595344,15121023602,Θεοφάνης,Αξαόπουλος,"Πάροδος Λεήμονα 34,, 53003 Λάρισα",+306979827227,Τέκνο
04049079347,02020919971,Κωνσταντίνος,Σόφρα,"Πισκοπάνη 0,, 50495 Αθήνα",2080 873 461,Τέκνο
03027725180,15067674482,Μίνωας,Καραδήμος,"Πάπαρη 8,, 61226 Αλεξανδρούπολη",2109846114,Σύζυγος
03049543663,05103303338,Προμηθέας,Χρυσοβέργης,"Τραπεζαντής 30-20,, 267 73 Γρεβενά",+302416045065,Γονέας
02089818737,13020050392,Ευμορφία,Βαλτάς,"Κοκκινόβρυσης 2,, 51061 Κοζάνη",(+30) 2771 279111,Σύζυγος
30119928006,04044417691,Θέκλα,Μοσχόπουλος,"Λαύκας 3,, 72756 Καρδίτσα",2270 456448,Γονέας
19106118471,06027088195,Ρουμπίνη,Αθανασιάδη,"Παλαιάς Γιαννιτσούς 89-63,, 44639 Δράμα",2080065840,Τέκνο
06028558586,14031057578,Σπήλιος,Αποστολίδου,"Πεντακόρφου 17,, 091 25 Χίος",(+30) 6930 496925,Τέκνο
17036849442,28120474715,Καλυψώ,Τσάκη,"Θεριακησίου 9,, 27839 Χαλκίδα",210 440 4395,Γονέας
19099574514,11061243873,Λάζαρος,Καραλής,"Λεωφόρος Καλυβών 1,, 91520 Πάτρα",2240725114,Αδελφός/ή
16118885010,14024889021,Ακριβή,Δούνης,"Λεωφόρος Αρδαμερίου 52,, 273 39 Αθήνα",2100 462619,Αδελφός/ή
25078167503,31104473032,Ευτέρπη,Δήμου,"Λυττού 23,, ΤΚ 264 26 Θεσσαλονίκη",+302104810850,Τέκνο
13095372244,04060822653,Ευμορφία,Τόγια,"Λεωφ. Βρούτση 075-806,, 801 38 Καρδίτσα",(+30) 2107 481881,Τέκνο
25014845398,04017898605,Καρυοφυλλιά,Μάστορας,"Νεροκούρου 73-30,, 668 66 Βέροια",2916026811,Τέκνο
01026621511,23067589849,Ζαμπία,Αποστολίδου,"Κοκκίνου 1,, ΤΚ 09055 Κομοτηνή",210 9249977,Γονέας
12035936813,09093097975,Πηνελόπη,Χορτάτου,"Μαργαριτάκη 442,, 984 58 Θεσσαλονίκη",+302076807695,Τέκνο
22047378846,07114186104,Χαρά,Παπατζήκα,"Βαβουρίου 1,, 32054 Χαλκίδα",+302884494607,Αδελφός/ή
27055872300,13124392966,Σεραφεία,Κεσεμίδης,"Ραΐκου 00,, 287 68 Καβάλα",2190390592,Σύζυγος
19080398225,13102007168,Μεταξία,Λαζαρίδης,"Πρινέ 1,, ΤΚ 70122 Ηράκλειο",6937 764603,Σύζυγος
16036351154,17069376359,Ευφροσύνη,Φυτιλή,"Χούνης 68-87,, 19690 Αθήνα",28660 20 993,Σύζυγος
13067921916,17040583659,Ιούλιος,Χατζόπουλος,"Κομάρων 3,, 911 07 Ρέθυμνο",+30 2868 595375,Τέκνο
16067601665,15067274715,Θεόφιλος,Κοντογιάννη,"Βλαχιάς 163,, 15737 Αργοστόλι",210 9032398,Σύζυγος
07129626057,25106081675,Δήμητρα,Χητός,"Βαθυκοίλου 84,, ΤΚ 42564 Καβάλα",6985530518,Σύζυγος
30129918889,08036344628,Ραχήλ,Κατσιμάνη,"Διλόφου Λαρίσης 17,, 43092 Αργοστόλι",6917 030 587,Σύζυγος
04104721096,05043843268,Ευφροσύνη,Γαλατούλας,"Χελυδορέου 8,, 68567 Έδεσσα",2102405322,Τέκνο
25027208860,25042331874,Γλαύκη,Αγγελίδης,"Ευκαρπίας 08,, ΤΚ 35312 Πολύγυρος",2000017675,Γονέας
20010472443,29055942134,Δαμιανή,Καραμανλή,"Ανοίξεως 8,, 32054 Καρδίτσα",2890264774,Αδελφός/ή
26066850063,30069952944,Ορφέας,Τσώνη,"Πλ. Παρακοίλων 69,, ΤΚ 007 76 Λευκάδα",+30 6948 888426,Σύζυγος
24026024594,29070886637,Γραμματική,Σεμπέπου,"Λεωφόρος Βάβδου 974,, ΤΚ 91561 Αλεξανδρούπολη",6994 961633,Αδελφός/ή
17015458482,09099857280,Πολυζώης,Δρακουλή,"Ρουφά 99-58,, ΤΚ 153 67 Αλεξανδρούπολη",(+30) 6922 134519,Αδελφός/ή
25069925735,27085598111,Χιονιά,Σμιτ,"Κολυμβαρίου 7,, ΤΚ 16186 Χανιά",2176097278,Γονέας
14075570658,28066249334,Αθηνόδωρος,Ζαρειφοπούλου,"Αγκαιριάς 6,, ΤΚ 17267 Πάτρα",2101800846,Σύζυγος
09036608753,22012090297,Στεργιανή,Ζουκής,"Λεωφ. Τουρλάδας 51,, ΤΚ 515 17 Χίος",+30 6970 634681,Αδελφός/ή
28119449183,13039496579,Μιχάλης,Χρυσουλής,"Αμπελοκάμπου 99,, 78805 Σάμος",2120745785,Σύζυγος
12089677981,16116034916,Ειρηναίος,Κανελλή,"Ορεινού Ξηροβάλτου 30,, 80143 Ηράκλειο",+302249942106,Γονέας
30105573900,10098634437,Λάσκαρης,Βούλγαρης,"Κουκλεσίου 98,, 55308 Ηγουμενίτσα",+30 2697 288600,Γονέας
16096774827,06078478463,Ηράκλεια,Χατζαντώνης,"Μαγουλιάνων 3,, 280 20 Αλεξανδρούπολη",6905 899 560,Σύζυγος
13056802804,13046944562,Ταξιάρχης,Μίχος,"Τουλάκη 2,, 133 85 Λευκάδα",6961 229493,Τέκνο
11100581669,30062159509,Γκίκας,Παπαθανασίου,"Πλατεία Ποντινής 7,, ΤΚ 67043 Καβάλα",2110 319727,Αδελφός/ή
27040460549,30116172312,Λαζαρία,Ευαγγελάτος,"Λεωφ. Αναστασίας 7,, ΤΚ 69127 Μεσολόγγι",+30 2863 004880,Τέκνο
05058487580,01128448478,Ναταλία,Μποφός,"Γκοριτσάς 19,, 44293 Τρίπολη",2285098110,Γονέας
15045592535,14034351122,Παρασκευάς,Ζολώτας,"Μεσολόγγου 3,, 03394 Δράμα",6947 517 903,Σύζυγος
05026877273,27096329925,Ασημίνα,Χορόζη,"Λεωφόρος Γλυκόβρυσης 731-049,, 80341 Τρίκαλα",(+30) 2709 171859,Αδελφός/ή
27109218598,23040693222,Ορφέας,Τσομώκος,"Ξεριά 404-071,, 249 78 Ερμούπολη",210 5410334,Γονέας
23105903801,25076985172,Μαυρούδης,Λιάκου,"Μελισσουργακίου 34,, 714 37 Πρέβεζα",210 553 5908,Τέκνο
23104987052,18118736666,Ραχήλ,Μπεκάκου,"Ρόκκας 324-577,, 32410 Αθήνα",6973 300993,Αδελφός/ή
12048940478,11028623466,Βέρα,Κοκκινίδου,"Βατοχωρίου 9,, ΤΚ 923 90 Κέρκυρα",2050601511,Τέκνο
14104990238,14063868211,Πασχαλιά,Βασιλείου,"Πλ. Βρουχά 4,, 98449 Αθήνα",2150083841,Γονέας
19096131983,06061708337,Νίκων,Χριστάρας,"Κουτσικούρη 187,, 59051 Αργοστόλι",6978 654 485,Αδελφός/ή
25068763091,16020966364,Γαλήνη,Δουκατζής,"Λεωφ. Δαφνέ 23-78,, ΤΚ 010 29 Καλαμάτα",6989 286021,Τέκνο
21107430831,07117471033,Θέκλα,Γεννηματάς,"Καλαβάρδα 37,, 049 77 Καστοριά",6971 395969,Τέκνο
20039662039,19077341871,Ξενοφών,Καραντζόπουλος,"Φαρακλάδας 59,, ΤΚ 51996 Σάμος",210 6938684,Τέκνο
20088201026,04094442427,Διαμαντούλα,Μεξή,"Πυργούς 3,, ΤΚ 23270 Λευκάδα",(+30) 6983 702551,Τέκνο
14110418898,17037603410,Βαρδής,Χρυσικάκη,"Αρίσβη 504,, ΤΚ 44543 Λευκάδα",+30 2404 781101,Σύζυγος
22099184896,27031956248,Αμφιτρίτη,Λαγοπάτης,"Πλατεία Χώρας 894,, 05669 Χίος",(+30) 2570 119444,Αδελφός/ή
23129017818,21047003481,Ευρύκλεια,Σφακιανάκη,"Ψαθοτοπίου 03,, ΤΚ 943 84 Δράμα",2110 974374,Γονέας
04118106355,22116586255,Καλυψώ,Πέτρου,"Χαλαζονίου 1,, ΤΚ 944 65 Πρέβεζα",(+30) 6907 519758,Αδελφός/ή
09108903366,18018499249,Αμβροσία,Γεωργή,"Τζιόβα 45,, ΤΚ 30825 Ερμούπολη",+306921126777,Τέκνο
11126247915,13117000668,Διαλεκτή,Κολοκάθης,"Αποστολιά 44,, 595 76 Χίος",6959 100 344,Τέκνο
13090178846,22046805393,Άγγελος,Δεδούκου,"Αρχοντικά 952,, 34749 Ρέθυμνο",+306959960795,Τέκνο
25085842213,03123510594,Διαμαντής,Κορομπόκη,"Πάρ. Ολύμπου 93,, 84783 Σάμος",2720152668,Αδελφός/ή
11037382973,28114849106,Βρυσηίς,Παπαγιάννης,"Λεωφόρος Στενού 76,, 53467 Λάρισα",210 5913445,Τέκνο
16048971890,12078351596,Δημήτριος,Φιλίππου,"Κανδήλας 24-43,, 22189 Καστοριά",+30 6941 511532,Τέκνο
28045294198,16108633213,Κυριαζής,Γεωργαλάς,"Σαμονίδας 285,, ΤΚ 004 52 Ερμούπολη",(+30) 2420 763413,Αδελφός/ή
22017064246,16026287447,Χαρά,Λαγογιάννης,"Πλατεία Κίνυρα 24-31,, 25744 Ιωάννινα",6939 679 900,Σύζυγος
06085675435,26084952687,Σωφρονία,Περιστερόπουλος,"Νικοτσάρας 9,, 09200 Χίος",210 8785000,Τέκνο
06085737047,26065680835,Γλυκερία,Χριστοπούλου,"Κύμης 3,, 40648 Πολύγυρος",+306906731252,Αδελφός/ή
14074980631,24127737782,Ιωάννης,Ιωακείμ,"Νεροχωρίου 55,, 81866 Ηράκλειο",210 6975873,Τέκνο
09016635467,12100410613,Ήρα,Χατζησάββας,"Αερινού 616-012,, 12908 Άμφισσα",2340 626 553,Γονέας
03060261937,18050475572,Ιακωβίνα,Βαλτάς,"Ρόγγα 5,, 258 25 Κιλκίς",+30 2922 543489,Σύζυγος
04079325257,29091970122,Αριστομένης,Θηβαίος,"Αμβροσίας 79-50,, 78664 Σάμος",+30 6971 309589,Γονέας
11065767677,08034816703,Πάτροκλος,Τσεντούρος,"Καρακώστα 03-55,, ΤΚ 78479 Αλεξανδρούπολη",6911998894,Τέκνο
14108457398,19032386964,Φραγκίσκος,Διακάκης,"Κότρωνα 149-905,, ΤΚ 106 70 Γρεβενά",6934446211,Σύζυγος
24047606669,21090034306,Οδυσσέας,Μουσελίμης,"Πύλου 381-935,, ΤΚ 64774 Ρόδος",2690 420 372,Τέκνο
21055332586,06061861004,Αρχιμήδης,Εμπορόπουλος,"Πάροδος Βομβοκούς 34-79,, ΤΚ 65446 Έδεσσα",+30 2570 148349,Σύζυγος
05106121536,20096969587,Αρίσταρχος,Γκούσκος,"Μέρους 5,, 31975 Άρτα",2550340362,Αδελφός/ή
07098092742,01015737129,Αγαθοκλής,Μπλανάς,"Βοβούσης 20,, 095 69 Ηγουμενίτσα",+302152371801,Τέκνο
12038962797,30041738930,Νεκτάριος,Σαμπάνη,"Παραλίου Άστρους 01,, 75291 Βέροια",6939 981 337,Τέκνο
07039859996,09046369998,Μάριος,Κασούτσας,"Βερενίκης 36-04,, ΤΚ 72071 Καλαμάτα",+302377406823,Τέκνο
29099644097,09076614943,Υακίνθη,Μισίδου,"Πάρ. Γαυρίου 03,, ΤΚ 26756 Ηγουμενίτσα",2649036480,Τέκνο
13085225170,21118396813,Ερασμία,Οικονομοπούλου,"Μετοχίου Διρφύων 38,, 83763 Λαμία",2549060499,Γονέας
13108103883,18018520672,Ερμιόνη,Σταθά,"Πλ. Παραβόλας 32-16,, 39497 Καρδίτσα",2014024777,Σύζυγος
11128914405,16084731469,Ευλαμπία,Κουτσούμπη,"Υπάτης 37-79,, ΤΚ 649 64 Κόρινθος",2730 661963,Γονέας
03064792930,13037269778,Κλεομένης,Τσακίρη,"Νιγρίτης 16,, 394 85 Άρτα",2108279929,Σύζυγος
24118362867,13121972603,Θεοδώρα,Χατζηφώτη,"Τουλιάτων 38,, 95406 Θεσσαλονίκη",210 245 2771,Σύζυγος
11099988865,06043979513,Πολυχρονία,Θεοδοσίου,"Μουζακίου 4,, 42122 Κόρινθος",+30 6994 582981,Σύζυγος
24085712618,31054697366,Δίκαιος,Σφακιανάκη,"Πυργίου 1,, 76963 Τρίκαλα",210 5650920,Τέκνο
14094896954,21036620077,Νεόκλεια,Καρανάνου,"Παπουτσοπούλου 27,, ΤΚ 36349 Λευκάδα",2940 331 956,Γονέας
12129330726,06013311813,Ηρόδοτος,Κεφαλή,"Πλατεία Φριλιγκιανίκων 315-008,, 19906 Καρπενήσι",2730 718423,Τέκνο
08019067833,31085803649,Παταπία,Βουλγαρίδου,"Πάροδος Σινιών 7,, 00714 Καστοριά",6947704747,Γονέας
27045871732,27024004759,Ίων,Ραδιοπούλου,"Κερδυλίων 007-191,, ΤΚ 636 10 Πολύγυρος",2440 686948,Σύζυγος
04098209292,20058497336,Ροδιά,Μαργιά,"Κυρίτση 16,, 82456 Αγ. Νικόλαος",+306902734279,Τέκνο
25087629178,07037235537,Ευπραξία,Καλογιάννη,"Μελισσουργών 00,, 305 95 Πολύγυρος",2710475727,Αδελφός/ή
23090221862,22106977933,Αγλαΐα,Φερεντίνος,"Πάρ. Λάβδανης 2,, ΤΚ 316 04 Καστοριά",+30 2572 967112,Τέκνο
14018018786,17013414456,Ηώ,Τασιούλας,"Κασσιόπης 2,, 652 27 Καλαμάτα",2800554512,Σύζυγος
22044715903,30010357904,Θεοφίλη,Παπαφώτης,"Αιγάλεω 31,, 98661 Χίος",2070564737,Σύζυγος
16018813119,21070893806,Ανατολή,Δουλάμη,"Ελατοχωρίου 011-771,, ΤΚ 692 08 Ζάκυνθος",6994 295733,Σύζυγος
16086548935,11113578227,Αλκιβιάδης,Δεσύλλας,"Μακρίνου 2,, 78433 Χανιά",+30 6988 142111,Γονέας
14066953901,14105373381,Αυγή,Φιδάνη,"Επάνω Βαθείας 9,, 39292 Χανιά",6955 824520,Σύζυγος
20050525404,31124310104,Εύα,Θεοδοσίου,"Πλατεία Καροπλεσίου 85,, 421 60 Κομοτηνή",6957531105,Σύζυγος
09019107611,19044341522,Ξένη,Βάρσος,"Γιαννοπούλου 463,, ΤΚ 71487 Λιβαδιά",26190 00 659,Αδελφός/ή
18048415020,03124981017,Εύα,Τάτση,"Λεωφόρος Μποζικά 363-534,, 41698 Χίος",2010 000 863,Σύζυγος
11094969681,11060908046,Γιαννούλα,Περουλάκη,"Γαζίου 84,, ΤΚ 993 31 Λευκάδα",210 763 0184,Αδελφός/ή
28100564887,08112015983,Κυβέλη,Κυρκούδη,"Μαλαθύρου 729,, ΤΚ 17912 Βέροια",+306917520659,Τέκνο
30124736376,19066173385,Γαβριέλλα,Λάτσκος,"Πρεβέζης 19,, 095 53 Χίος",6916142632,Τέκνο
25095982143,05093702705,Ματθαίος,Κουτσούρας,"Μουρνές 4,, 148 37 Καβάλα",(+30) 6980 631460,Τέκνο
17124731386,22125395739,Ναταλία,Μπαγανάς,"Κομνίνης 55,, 394 57 Έδεσσα",6930 748727,Γονέας
19076291425,19073629328,Αναστάσιος,Κουλουμπού,"Κάμπων 23,, 95225 Γρεβενά",2050193226,Γονέας
10069766838,25129121136,Ευμένιος,Δεδούκου,"Καρυοβουνίου 49,, 220 46 Λάρισα",+30 6912 127427,Αδελφός/ή
07019505623,03101417382,Θηρεσία,Ζώτος,"Ζερβά 22,, 41436 Κέρκυρα",+306991064920,Τέκνο
11095670636,25114119191,Μελέτια,Τάτση,"Ορμυλίας 48,, ΤΚ 84674 Βέροια",2640 732 444,Τέκνο
19016159720,16088559402,Σταματίνα,Δαΐκου,"Πιτσών 3,, 87982 Κομοτηνή",6996 394025,Αδελφός/ή
24088616066,08064657697,Φανουρία,Καραμπίνα,"Αλεξανδράκη 61,, 06304 Ηγουμενίτσα",6997 642280,Σύζυγος
07098513270,01109156871,Ασπασία,Μπακοστεργίου,"Μεταξάτων 29,, 04042 Ερμούπολη",210 6727862,Αδελφός/ή
15065907813,04069312774,Αθηναγόρας,Χαλαντζούκα,"Σούγιας 53,, 54885 Χαλκίδα",2868068582,Σύζυγος
21046437923,26014840339,Συμεωνία,Γεντίμης,"Γελάνθης 116-514,, 34446 Βόλος",2120 261 775,Τέκνο
22129891684,02027712321,Χάιδω,Φουντζούλας,"Αρνίθας 6,, ΤΚ 21673 Κόρινθος",2210 847 730,Γονέας
17075528933,05043886950,Κλήμης,Μυτάρη,"Αγίου Γεωργίου Φερών 30,, 914 46 Πύργος",2730 293784,Αδελφός/ή
02016396572,28088106447,Ζαμπία,Πίππας,"Στυλιανίδου 2,, ΤΚ 87127 Χαλκίδα",+30 6997 494078,Αδελφός/ή
29109163986,04105999104,Παύλος,Μαρουγιάννη,"Γαϊτανίου 82,, 47114 Χανιά",2595084037,Γονέας
16029420660,01068194053,Θεολόγος,Μακρή,"Κουτσιουμάρη 39,, ΤΚ 10014 Άρτα",2104631770,Αδελφός/ή
26026624916,03029292680,Λουλουδένια,Δημτσούδη,"Πλ. Κήπων 8,, 44532 Κόρινθος",6999 121 835,Αδελφός/ή
01046557746,30019493500,Αθηναγόρας,Χατζηβλασίου,"Ποροβίτσης 050-031,, 90841 Αθήνα",210 9011661,Γονέας
08055883891,04095680991,Κλεόβουλος,Τζήκας,"Μιλέα 56-48,, 531 39 Χαλκίδα",2630 241729,Τέκνο
09035290327,12053540156,Ασημάκης,Τσανάκα,"Μικρομηλέας 0,, 37870 Αλεξανδρούπολη",2221093208,Σύζυγος
28126517424,09115213886,Διονύσιος,Γκίνης,"Δαρδιώτη 912-816,, ΤΚ 508 72 Τρίκαλα",21710 90 727,Σύζυγος
23085788927,15099421038,Ζαφείριος,Καρακώστα,"Παπάγου 5,, ΤΚ 40869 Σπάρτη",6918 456022,Τέκνο
09074918682,13076161905,Βέρα,Σκυλογιάννη,"Καρπασίου 63,, ΤΚ 441 38 Αργοστόλι",+30 2594 955471,Τέκνο
06027657598,30094277413,Αταλάντη,Δούνης,"Αγίου Παντελεήμονα 14,, 03702 Μυτιλήνη",+306922221153,Γονέας
03017398930,26086068259,Αντιγόνη,Μανιώτης,"Σισών 098-345,, ΤΚ 58622 Ιωάννινα",2106003359,Γονέας
23047375475,25043278746,Πολύδωρα,Μανουσέλης,"Οροπεδίου 36,, 68063 Καλαμάτα",(+30) 2637 719475,Σύζυγος
04046717476,08057792833,Γιασεμή,Τσίμη,"Ναρκίσσου 14,, 484 43 Έδεσσα",6913281797,Γονέας
02117804726,24106763167,Τρύφων,Γκιριτζιώνη,"Τσαγγαρίου 40-84,, ΤΚ 958 03 Ναύπλιο",+302833742013,Σύζυγος
04065722334,11040128228,Θεοπίστη,Κουτσούμπεη,"Λεωφ. Μπράλου 5,, 23208 Τρίπολη",+30 6955 641578,Αδελφός/ή
01109181544,03010705126,Βρασίδας,Γρηγορίου,"Χαϊδαρίου 7,, 63726 Ηράκλειο",(+30) 6930 691970,Τέκνο
25078587945,22119141798,Βικέντιος,Δόσης,"Κέδρου 34,, 36272 Χίος",2140 644913,Σύζυγος
05050287057,01012531084,Μιλτιάδης,Αναστασίου,"Ζωντανού 753,, ΤΚ 333 86 Βέροια",20860 51 005,Γονέας
