ΑΜΚΑ_ΒΟΗΘΟΥ,ΑΜΚΑ_ΑΣΘΕΝΗ,ΚΩΔΙΚΟΣ_ΠΡΑΞΗΣ,ΗΜΕΡΟΜΗΝΙΑ_ΩΡΑ
29109686417,21092114298,X664789,2024-12-13 22:24:32
02018629858,05046175482,X651347,2024-11-25 16:42:15
15068957567,06061403417,X632915,2025-06-13 18:35:37
07096320081,04075666830,X709383,2026-12-18 04:28:58
28109010519,25017929402,X632705,2024-09-05 05:10:02
30087210990,24088426060,X633965,2026-05-05 13:03:56
07127401967,17118414834,X650911,2024-09-27 06:53:35
18026483619,04094442427,B313605.120,2024-06-20 19:38:08
07128933392,19112027422,X622805,2025-07-29 20:57:04
28057037026,24049636714,X681873,2025-08-07 20:47:02
05019665938,21086055855,X710779,2025-03-10 11:59:23
29018720992,16120302752,X694599,2024-04-16 10:45:29
23098922056,16083609388,K505981,2024-09-18 12:31:30
19109686969,05024835618,X702625,2026-12-20 18:22:28
28109010519,16111625060,X705983,2025-10-30 22:34:06
02127612548,07123897683,X678605,2024-02-12 09:56:31
28027843113,24033134354,X645957.8,2024-04-24 05:25:51
12087368022,22118773349,B316373,2025-07-24 21:57:05
16027098320,29079732329,X697459,2025-07-28 13:27:21
02049297106,08049959581,K512977.43,2025-03-20 16:44:14
11087036989,11078177805,X633937.23,2024-08-10 19:21:39
06066504974,31034124867,B313605.300,2024-10-04 07:40:04
18038419704,10049184797,X633937.267,2024-12-29 12:40:02
22077399915,30110572688,X636083,2024-11-26 10:01:31
07126830003,10083033561,K514149.6,2024-07-06 11:11:15
05088335722,11055189477,X611839,2025-07-26 02:59:24
24019537327,29093469735,B316677,2026-03-06 17:28:57
24107406710,27111452753,A401525,2024-12-05 19:06:12
03128845112,12061757941,ΔΙΑΔΙΚΑΣΙΕΣ ΜΕΤΑΜΟΣΧΕΥΣΗΣ ΑΙΜΟΠΟΙΗΤΙΚΩΝ ΚΥΤΤΑΡΩΝ ΚΑΙ ΕΠΕΜΒΑΣΕΙΣ ΣΕ ΛΕΜΦΑΔΕΝΕΣ,2025-02-10 07:48:40
01059746426,31075098782,X633937.128,2026-05-03 15:57:48
22056473676,09067781275,X713439,2026-05-10 14:24:15
05066544429,06105926075,X621897,2024-01-31 16:07:08
23066663412,27047316561,X710145,2026-08-20 23:52:01
05019665938,01039151888,X714015,2025-01-02 21:41:24
30059598934,06116008979,B307007,2026-11-09 00:23:05
15078813564,01084762760,X667179,2026-04-23 13:43:13
25108939007,11047672305,X633937.164,2024-10-26 15:16:14
24068366431,14028197977,X622445,2024-01-07 18:57:11
09109908394,31030628850,X645957.16,2025-01-29 08:09:27
05059061176,05054876912,A401521,2025-04-02 12:02:40
07058449408,13015070214,B313605.351,2024-02-20 15:51:14
06067101897,12115243445,K511901,2025-10-23 10:11:08
01019214971,19078159668,X631957.159,2025-04-28 01:34:19
08117665345,06084826690,X704539,2024-06-29 17:55:15
20117228047,27119461606,X666475,2026-06-02 00:46:00
13086961070,31108213577,B313605.317,2025-10-10 09:49:33
02046534568,25113253500,X710403,2026-06-22 08:47:53
24059714537,20108261823,B308069,2026-12-24 07:51:44
15078813564,30033203815,B313605.412,2026-11-08 15:58:47
22056473676,13121223817,B314415,2024-01-26 23:47:11
17049454625,13079855908,X647907,2025-02-09 22:15:13
15119510000,11040951309,B316705.87,2024-02-05 16:09:14
12059647060,21053060335,X639611,2025-05-25 09:18:43
02018629858,21017343840,K516947,2024-08-27 15:43:10
25059841685,26010384767,X639733,2026-07-23 01:01:29
01046741139,31057368172,X625007,2025-02-08 12:32:45
22057255499,17065719210,X658957.19,2024-07-01 23:57:41
08066384048,02096797894,A400125,2025-02-03 22:34:46
03126551214,05101693829,X657087,2025-04-05 06:36:08
30117815887,17015988097,X697181,2025-04-04 09:50:43
24068366431,19027098332,B313605.300,2026-05-23 07:31:16
15026765760,10012118118,X627009,2025-12-12 18:16:28
25086572696,08120355204,X676255,2026-09-07 08:01:26
14117333944,07062292026,X645167,2024-02-29 12:16:30
25067470203,28014685557,B316623,2024-08-23 20:47:06
05038245675,22115574011,X644941,2025-04-19 14:03:13
30129741195,09105681083,X622335,2025-09-22 10:58:00
16108629101,15028019950,K512975.37,2027-02-22 09:29:59
22018991557,07100613941,X656719,2026-04-22 12:28:18
03097463750,31057668227,X647893,2026-05-19 19:25:46
26039581346,30095438775,B307673,2025-11-12 09:00:57
19049805360,03100063067,X611615,2026-02-22 03:08:19
05038245675,24115740691,X657069,2024-03-05 12:11:11
24127417202,10095863869,X622049,2026-03-12 12:23:42
11029101695,03064851128,B303993,2025-12-28 19:55:04
30068836428,14054693964,X603803,2025-10-31 18:40:06
06067270098,26051538313,X600199,2024-02-27 10:21:19
15128289767,16049818329,X654329,2025-11-23 10:00:36
10028991768,15041311346,X624411,2025-01-09 20:14:44
25099582251,06102302000,B313605.291,2026-02-11 12:05:37
18046450046,17055181628,X647961,2026-05-25 20:19:05
13129208275,08047996799,K511725,2025-08-14 16:57:41
01046741139,11086699385,X650701,2026-11-12 17:03:07
23017282546,14065058272,X666537,2026-01-26 13:17:58
07068540070,09050839707,X641769,2026-10-04 10:17:15
23087652129,30015290779,B313605.44,2024-11-11 15:30:53
01126898842,07093196166,B308987,2026-06-30 08:14:19
08117067751,30083300643,X666607,2025-06-07 22:15:33
13087594481,08092256747,X653599,2026-05-14 16:43:51
01086179006,22054184411,K511231,2024-11-18 04:51:09
18067010293,12040495935,X688789,2024-11-18 10:11:50
01059746426,06057494514,X709781,2024-02-09 03:01:08
18026483619,22091854259,B313143,2025-04-17 16:28:00
24127184919,02091666904,B313311,2026-10-20 19:19:52
20127739286,30124525616,X646381,2026-04-04 04:34:51
10127855123,02090976409,X659049,2024-06-05 00:19:31
19117034799,05064594959,X644759,2024-10-25 03:55:47
12057413455,03119972014,X719291,2024-08-11 11:09:20
23077968309,08101345003,K516371,2025-04-10 03:05:54
11107461794,05080610285,X626307,2025-10-10 12:32:39
26017065899,06102355649,X666457,2025-09-05 08:14:12
09029521356,18126921321,X654459,2024-03-21 10:27:15
19109043504,16057787215,A403365,2026-01-16 04:56:43
25059841685,14048072700,B300735,2024-09-25 11:45:59
31127128715,22052386781,X676267,2026-12-06 06:37:10
04096470957,09080866798,X665559,2024-02-24 02:02:34
09077793434,03046925549,"ΠΕΡΙΟΧΗ ΤΡΑΧΗΛΟΥ, ΑΥΧΕΝΑ, ΘΩΡΑΚΙΚΟΥ ΤΟΙΧΩΜΑΤΟΣ ΚΑΙ ΣΠΟΝΔΥΛΙΚΗΣ ΣΤΗΛΗΣ",2025-06-21 01:25:28
09109908394,28112493279,X651717,2026-08-27 00:25:44
01117326244,01030504300,B307951,2024-10-05 20:38:20
28099851293,12051460736,X647725,2026-04-03 04:29:19
04097289185,19047791519,X642693,2026-01-25 22:23:48
14099220532,27075728616,X630769,2026-04-21 03:19:56
14109194640,19114744592,K502021,2025-11-10 01:01:32
16049606025,17113827671,X713159,2025-01-27 15:22:31
18098586120,24019597524,X635259,2025-11-18 19:39:05
31127128715,29029672950,B313605.334,2026-12-16 14:29:24
01119787804,22084348503,X647599,2025-05-27 09:42:48
15068957567,12071308380,X674229,2026-12-14 13:14:54
12017831663,04089777793,X681339,2025-12-11 05:18:44
15078193967,11037125708,B305797,2026-12-12 13:12:41
15106199373,24058831622,K506081,2026-05-16 02:12:42
03089789067,12113419470,Β315905.74,2025-10-28 15:37:36
13076963118,31073576180,X639139,2024-03-02 13:59:11
02018629858,07088153604,K517167,2024-04-21 01:00:05
24109192383,13068653507,X636219,2026-03-21 01:24:49
09126344643,09118743301,X668753,2026-02-03 11:27:03
17019408693,29064448983,K511873,2024-08-19 00:04:05
26119233090,04119640673,X683679,2024-01-18 17:21:17
04098950065,29078048894,B313605.70,2025-10-10 22:33:22
30068836428,26113943986,X688567,2026-10-26 10:42:44
01099600492,08121125922,X645957.20,2025-11-28 21:54:05
19048935115,28036208095,Β315905.11,2025-08-18 18:55:45
26027366001,27083050763,X625683,2025-02-21 12:39:33
17019408693,27043922131,X657087,2026-11-18 17:32:56
14017779931,03054200932,X635169,2026-12-19 16:58:46
18047974063,20065934106,X718963,2026-04-17 02:08:10
01048115081,01101385086,X611871,2025-04-03 13:23:07
14109654575,21089720091,A401653,2025-05-25 00:02:49
07126011914,27113355281,X664779,2024-08-27 15:04:32
14026323754,04058548437,A401301,2026-02-05 01:25:42
22128600161,29063365780,X658957.3,2025-11-15 05:15:44
23038301805,07040290771,B313145,2024-03-25 20:09:09
15066496881,20102079787,X639745,2026-07-05 14:02:10
31127128715,19047517594,X703045,2024-11-21 01:30:52
15017994679,12106797278,B313605.55,2026-05-05 13:48:04
22046863505,16076387027,X694229,2027-01-04 08:48:46
10049377861,22041557439,B310507,2026-03-08 18:12:02
11069420002,27105419104,X698987,2025-12-20 03:55:25
13026249879,15096423032,X684593,2026-04-18 17:49:13
19088103483,12069207670,X718399,2025-11-01 14:22:30
07127401967,14068099584,X717019,2025-10-19 06:19:56
03067202384,08034082423,X697599,2024-10-01 09:21:31
24116199023,26025005261,X647289,2024-08-27 14:10:14
15078193967,08095892552,X706121,2024-05-14 14:45:43
03047764549,26074590715,B303993,2025-03-17 14:32:47
22029134563,08015937272,X634891,2026-03-20 15:32:34
15087050344,12113380092,X622929,2024-10-12 10:33:06
21059745722,21121807593,X643111,2026-07-04 14:06:03
22029134563,10046633948,X626879,2025-10-30 07:41:51
18046450046,08034619279,K516179.2,2024-06-22 14:33:05
31127162692,02056005584,X633937.142,2024-06-20 12:40:39
09046647100,25127691737,B313605.239,2026-12-12 10:01:38
28059567514,24116624770,K514551,2026-05-15 21:28:26
15078193967,22121589204,X635701,2025-05-19 17:22:34
07077598311,26065581370,K502501,2025-05-05 03:36:05
20117228047,10105222094,X678399,2024-07-31 04:05:01
07096320081,30061534753,X633937.202,2024-06-12 12:03:06
22056024879,05061082434,X636363,2025-02-17 02:23:41
30118698533,26025005261,X633937.196,2024-08-21 10:01:33
27057193151,07050775902,B313605.113,2025-05-07 11:05:02
26039888215,08061820525,A403799.33,2025-06-22 17:16:17
12096045767,11043237637,K513751,2025-04-05 19:27:59
02036898951,24030751156,X688999,2026-06-03 20:31:16
23108566165,20018634088,X644239,2024-06-03 04:45:18
03089789067,27024042788,X645667,2024-11-25 11:43:57
08129616542,02103680665,X650531,2024-10-22 00:39:36
25099582251,20116971988,X634619,2025-05-13 17:16:31
20018969312,09076950140,K514795,2025-07-03 14:19:10
22069080015,09075949908,X672529,2026-05-27 13:51:27
09126344643,05070341991,X634819,2024-09-10 20:53:16
26089867334,04047292529,X642511,2024-03-16 15:32:55
06067883458,30055554610,X647433,2026-07-01 08:56:40
12069231084,20020350611,X708829,2024-11-21 12:23:11
07068540070,15117476491,K511969,2024-01-18 01:40:13
15066445561,27091291936,X716759,2026-01-22 01:37:53
23067780241,01089503921,B304883,2024-11-01 04:55:56
03079784188,11111987300,X622609,2024-11-19 05:26:58
05069279544,17044563442,X603207,2024-07-06 23:14:44
09046699344,07059447748,K512977,2025-04-19 06:00:08
14117875826,28126291251,K507021,2024-04-09 03:50:21
04027352612,24019597524,X655429,2025-01-22 19:34:42
26077906631,25097677745,K516445,2025-12-19 06:40:40
30107682035,21015170850,X610231,2026-03-21 14:51:31
24059714537,17128264357,X681459,2026-05-22 12:23:26
18026491407,12021677932,X709739,2026-02-08 00:19:18
17049454625,19122435392,X656359,2025-01-30 20:42:32
29038506566,05051334603,X626859,2026-10-09 02:30:09
05127849415,05114020629,X654321,2024-06-16 15:31:13
31018504386,17011319228,X631957.231,2026-03-21 06:02:39
07096320081,22111443772,X647661,2025-09-13 18:10:30
07067536585,04045382236,B313605.320,2026-07-20 02:27:09
13049344733,22056978844,B300113,2024-09-18 07:46:41
13129208275,24093981557,X704519,2024-12-08 08:06:14
11069443542,18021832515,X706109,2024-03-21 20:22:02
04117489700,29103084210,X602805,2025-02-01 22:03:51
16016380461,28071517524,A401081,2026-08-25 19:27:47
03047170651,26057516975,X670181,2026-06-16 18:23:10
03117001638,23098499211,B313605.342,2024-04-13 19:03:55
23116959070,03031440351,B301913,2026-06-09 12:33:27
13026249879,06096520937,X635157,2025-09-01 16:33:37
04028115193,30081782365,Β315905.81,2024-06-21 01:52:11
23018833514,16057779135,X633937.249,2025-12-13 02:26:53
18048136821,29065339670,X631207,2026-05-31 05:34:55
24088935039,17119166214,X667501,2026-06-07 15:28:29
27017521250,11072490633,B305857,2024-07-17 21:45:09
25108359031,08028435173,B313111,2025-09-04 05:53:47
31038701390,11128934630,B305243,2026-06-23 04:31:19
26086400932,11061856555,B316229,2026-04-17 20:33:47
21107026591,28123328159,X679129,2026-03-26 00:49:50
21037222305,25015698935,B314807,2024-09-14 17:50:21
24017343758,12032383051,X693199,2025-03-05 14:08:47
02036522626,06097522636,X628955,2024-10-30 16:46:02
24108863678,28033750646,X681339,2026-09-17 19:35:49
01119787804,16036072475,X634099,2025-07-18 12:38:28
03086348216,11096354024,X622823,2025-08-12 02:16:22
30107682035,24103837860,B314903,2024-02-29 06:20:09
28109010519,09043693867,K514123,2025-02-16 11:07:20
31056342606,17118974807,X633937.8,2024-03-09 20:17:04
07038155297,09016187657,B311905.4,2025-05-03 15:46:54
15066445561,04028517221,X719169,2026-05-04 13:20:17
13059468434,05077025580,X663757.52,2024-01-30 20:29:11
05088335722,05119574324,X680519,2025-12-12 05:20:40
24089701863,28064016661,X636163,2026-04-14 05:02:06
19036395052,02077252277,B313605.238,2025-03-04 12:01:08
03018397570,01101856658,X680723,2026-03-17 23:24:46
18038419704,22059637374,X636503,2026-10-08 16:55:30
23018017465,19068762227,B313707,2025-07-11 07:30:52
05118761571,18043328208,X624159,2024-07-05 01:12:03
26049275048,27125119725,B316305.40,2025-02-01 21:57:14
27068908645,29059194699,X622303,2025-07-02 21:01:07
13019416697,29112036281,X610689,2026-10-15 13:38:45
13088859415,16116109986,X623071,2026-02-03 11:23:49
16066288202,04046640406,X622653,2026-03-09 08:17:01
27096518080,03107594836,B313605.344,2024-10-01 09:48:04
12126334304,06045998950,X602585,2026-11-30 00:21:11
27038868673,30055086592,B310519,2024-11-03 00:17:53
31127162692,23118237067,Β315905.81,2024-08-27 01:06:11
17126815889,14099678093,X694985,2024-09-17 23:53:23
08117067751,26038176520,X683089,2025-02-13 08:44:40
12059647060,22114230594,X697055,2024-08-02 01:17:51
18026483619,09020322286,Χ639557.1,2026-10-16 08:59:36
17086280299,01106731737,X650165,2025-10-11 06:10:57
27057193151,26102379568,X634041,2026-09-11 21:51:35
31059719554,24122205500,X631957.126,2024-08-20 04:28:57
28068899789,14043496624,B316705.93,2025-01-03 05:37:03
04059387205,13046709400,B313493,2026-01-15 10:49:38
22089289312,20031712155,B313605.101,2025-06-07 02:10:19
22057224885,18056607698,X678807,2025-10-29 20:36:27
19097671585,24118782335,A401537,2026-04-07 22:56:39
04059387205,03035546813,X610191,2024-12-27 16:38:42
12069231084,19021772524,B313605.181,2025-05-15 07:43:29
01046741139,13085100076,K514785,2027-01-05 03:52:24
07058449408,15056162856,X704543,2026-03-14 02:04:16
27089112158,24108679241,X637099,2025-09-24 19:34:58
15107495752,04069452374,B316507,2026-02-28 07:57:26
07126011914,29062087480,X664519,2025-09-21 15:16:39
11109402742,09095591537,X622099,2025-05-26 11:13:59
30068836428,01071657836,B313605.259,2026-05-05 05:21:55
28048293049,28046553752,X631957.245,2026-02-02 11:06:05
18117707554,30046240697,X645957.9,2026-05-02 06:43:19
04117489700,11117165351,X641999,2026-12-12 23:45:02
19089318457,11017837565,B314049,2026-07-04 13:47:13
07119294567,29075553082,X633971,2024-07-11 08:26:42
16049105631,22058360849,B313605.198,2024-03-24 20:04:30
17019408693,14099336103,X662265,2026-09-19 10:52:41
13129208275,05026160022,B310687,2025-02-07 21:35:08
06129398379,16035677753,X703183,2024-04-13 10:31:50
26039888215,09058246652,X633937.154,2025-05-22 23:39:13
13088859415,11120928065,X680609,2024-03-30 23:05:07
12059642917,06043979513,X621569,2024-10-08 11:05:48
20046686404,26068030524,X647423,2024-08-16 17:47:59
16049606025,23098499211,X635155,2024-04-11 03:21:21
27057193151,15056882345,K517979.4,2026-05-16 22:56:12
16058088797,08041632424,X682159,2025-03-01 05:16:45
21048057415,25109465296,X647679,2026-02-06 20:04:23
18090094593,02014018301,X630477,2024-07-26 08:47:22
16016380461,22116371588,X610759,2024-11-12 20:49:12
20126727678,07115342816,X670599,2026-10-25 14:46:53
16129514595,15019352159,B308711,2025-05-22 21:54:53
24059714537,29015990357,Β311905.69,2026-05-20 03:15:12
13036214191,04071813878,X618199,2025-11-22 16:35:09
10038736913,15024942531,X602561,2024-08-11 09:35:12
24088935039,18089541568,X631957.76,2024-06-18 02:26:59
06106702650,30125244749,X643165,2026-02-07 18:21:24
05066544429,10106178761,"X663757.49,",2024-09-12 09:34:24
15117326267,22070372439,X651725,2024-08-23 05:38:23
18078628006,03061313118,B310101,2025-04-27 13:07:50
24026365196,19081220515,B308799,2026-11-28 13:14:25
27068908645,12113491142,B313605.79,2025-12-02 17:37:01
23108566165,16040712348,B316305.5,2024-03-31 15:41:32
10047575259,09081972427,X650243,2025-10-10 15:45:23
27046753641,27026413510,K515481,2026-02-07 04:00:49
14118084191,15021670477,B307007,2025-12-12 05:18:22
19028204618,25027343625,X671085,2025-01-14 11:27:56
23059227024,16024368547,X633937.190,2025-02-11 18:20:24
20047493220,14065209714,B316705.27,2025-09-02 03:35:38
15106199373,13060274236,X601971,2025-09-08 15:02:46
20126727678,07117061706,A401493,2024-11-07 07:40:00
28027843113,07029812165,A401465,2026-08-15 10:49:51
17077991574,03037280100,X671999,2025-12-27 01:09:04
08066201038,25065526959,X614487,2024-05-29 00:02:17
31086146127,14104027577,X650491,2024-12-28 04:57:13
23108566165,17055181628,B313605.395,2026-05-21 04:16:53
06057292609,13069033173,ΑΝΔΡΙΚΟ ΓΕΝΝΗΤΙΚΟ ΣΥΣΤΗΜΑ,2025-11-19 07:52:30
05059061176,29126656281,X634987,2026-11-10 00:18:12
01109198508,09097481747,Β315905.84,2026-07-22 15:35:06
22056024879,24073846478,X654349,2026-03-27 17:58:35
20039428891,20030081876,K506423,2025-04-27 20:24:26
12086271854,15120700453,B308871,2024-10-03 03:34:30
26109596245,25073382017,X651103,2025-11-24 07:56:26
13049344733,02025071642,X626021,2024-12-10 07:49:22
10066642723,28073198190,X633937.163,2025-10-22 12:24:02
22128600161,23013805420,X672019,2025-09-09 15:10:04
16057668308,07110308764,A402561,2024-11-02 06:36:48
29106979805,20082420827,X714819,2026-01-15 23:20:44
25047108185,03111535426,X665631,2025-03-03 12:31:00
15107495752,22128026231,B315189,2026-01-06 00:14:04
26039888215,14093812527,B306027,2024-02-16 14:17:05
14109654575,09031802388,K513853,2026-08-10 15:37:13
01016353360,26036870451,X639653,2025-11-17 08:12:41
06076944552,08100174215,B316435,2026-09-01 15:40:04
11107461794,02073842380,X666229,2024-05-25 13:39:28
17126815889,10103339766,X630507,2025-09-05 04:08:36
31059975972,17067750136,X625583,2024-12-04 12:22:15
04057762832,29073152271,X634891,2026-03-28 13:15:17
21037222305,22111443772,X639679,2025-09-16 22:09:17
15066445561,16016195664,Β311905.89,2024-10-21 18:23:29
26038052001,15047086506,X688769,2025-07-20 09:24:36
11017293008,14079547225,X634145,2025-01-20 08:19:45
18046389102,06051066433,A401645,2025-06-21 00:30:36
18026483619,31077306031,K507105,2026-03-16 21:44:02
26109984655,22011686885,K507105,2024-11-30 04:17:46
15087050344,21121807593,X662979,2026-08-03 15:35:12
04049877134,10026102132,B300253,2024-05-27 10:53:36
04077053309,20049089715,B313605.112,2026-04-01 04:35:17
13128563885,10051382984,X626159,2024-04-13 12:06:57
19109063851,15049796751,X655519,2024-05-16 11:35:57
25067343186,30109780702,X706515,2024-03-12 12:47:30
13087594481,11060908046,B313605.153,2024-07-10 10:28:47
18079137617,16060510116,K512975.16,2024-08-16 12:43:37
03086348216,10093705912,X635969,2024-05-28 08:12:59
24048903716,04065965772,X708969,2024-08-04 15:12:43
02049297106,30071320065,X674245,2024-04-30 08:17:18
05076734352,31106184349,X639369,2024-01-05 12:53:31
17068371314,06013311813,X703025,2025-06-18 21:54:00
23017282546,10048555477,X715999,2025-01-19 23:17:03
31127128715,31109921711,Β311905.27,2025-10-31 10:30:51
01109198508,04059086163,A401649,2024-08-13 11:15:33
20036906148,22041557439,X664429,2026-09-06 22:47:07
21079047523,07017377519,B316467,2026-03-29 00:24:25
06017832098,21070397695,X687279,2024-10-25 22:19:57
01048115081,28118354734,K511783,2025-03-28 16:30:04
01078222862,05070361941,X628621,2024-08-07 15:59:10
28088884090,07037595568,X681073,2024-05-26 04:20:54
27127004840,26073179005,X634899,2026-09-12 20:09:08
25108359031,17019562086,B313605.135,2024-07-02 01:06:15
03017531168,18082004569,X649621,2026-10-21 18:29:28
14017779931,23014881626,X622377,2026-01-20 11:07:49
27057193151,05022202618,X709511,2025-01-25 12:41:33
16037267290,18120360666,X610191,2026-03-27 08:31:44
28058685920,09017363859,X633937.102,2024-12-11 05:26:16
07067536585,01029631761,X709213,2025-01-29 17:40:02
22068549109,19092005259,B316385,2024-10-12 08:53:35
13106968050,28115475586,X631957.153,2024-08-18 07:46:53
25059841685,26089883728,B313299,2024-06-08 02:59:03
23116204779,20072135454,B306017,2026-03-12 17:14:20
25108359031,28069143727,B314877,2025-01-01 21:19:36
16038345197,16030390543,X647957.6,2026-06-21 12:33:39
26076648963,24041711047,X685161,2026-11-22 06:27:34
14118084191,28037012036,X719167,2025-05-19 03:45:59
20039428891,30079345911,B313519,2025-01-24 22:40:06
05018692904,04096095763,X679095,2024-12-02 07:40:43
29018364310,09108583979,X661583,2026-02-20 11:24:03
11069420002,28123045779,A401493,2025-07-09 18:31:55
06027984112,16015007995,K502201,2026-12-18 17:02:13
06067270098,09045808591,X637959,2025-02-16 11:47:48
07096320081,17031814680,X650739,2025-05-28 21:20:11
19046880487,18073311549,X691691,2026-03-21 02:52:23
13049573563,08027951652,X621065,2025-07-07 07:15:42
02097580827,13056444030,X661567,2024-06-22 21:06:04
10088406393,25107609052,X642429,2024-12-28 02:10:43
15039665806,02107514434,X672039,2026-06-17 00:11:24
17086545716,08035189805,X632957,2026-02-03 10:44:10
30039993909,06028332919,X649621,2026-09-15 22:24:54
27038876062,17059847449,ΠΕΡΙΟΧΗ ΚΕΦΑΛΗΣ ΚΑΙ ΓΝΑΘΟΠΡΟΣΩΠΙΚΗ,2024-02-15 19:08:57
01086179006,24073988633,X663599,2024-05-03 07:45:38
10066642723,23026756306,X613959,2024-04-22 17:27:10
27089112158,30010267517,K511861,2024-10-27 00:52:01
14117333944,15038423286,Χ639557.1,2024-12-06 14:43:02
05019665938,24035132022,B313605.347,2025-09-30 14:20:26
19026775246,09088294107,X631957.211,2025-07-31 08:14:45
14117333944,11064396404,B314447,2024-02-26 05:44:36
16109211017,03114655567,X679179,2025-05-17 04:33:03
22068549109,23055047825,X675099,2026-05-04 01:23:55
06027984112,29050105314,K514783,2024-10-09 12:00:57
12059642917,06054322002,K516897,2026-12-08 05:03:20
31039466896,15084748819,X668735,2024-11-25 15:25:55
14117875826,01056634271,X622829,2025-02-10 01:44:13
20018969312,21070893806,X658957.23,2024-01-11 09:29:06
30050072873,26069683247,X603423,2024-07-06 17:11:23
06028311220,06026678961,X688229,2026-09-17 18:10:47
02046534568,01099634373,X709515,2024-09-12 22:28:53
10018532996,25045693765,X646373,2026-12-24 06:50:55
15128289767,18113778665,X635035,2026-06-21 08:32:12
30059828244,14093812527,X704239,2024-11-13 04:13:53
16089904750,07027112247,B305127,2026-02-18 20:43:06
26086295833,08116612561,X651161,2026-03-14 14:05:59
17116460629,02118246583,X631957.46,2025-08-21 01:56:09
02120095990,27021596979,B305943,2026-02-26 18:21:07
14107187228,31030593700,X632219,2025-12-05 09:41:08
12106789983,16067403837,Χ639957.3,2026-06-16 06:24:19
18090094593,24066719497,X689639,2026-08-19 14:18:24
07127401967,20010854416,X627817.16,2024-11-09 16:41:20
02066476243,09119886391,X658957.18,2025-12-29 05:58:56
07077275306,20114146461,A400129,2026-03-01 01:55:38
18088196096,08033263470,Β311905.149,2025-10-20 07:52:27
03116493443,15026568719,A400237,2025-02-08 02:00:08
04059387205,08077709349,X633937.230,2024-12-29 11:23:54
16016380461,03051812109,X633937.88,2026-08-06 07:47:39
22057224885,10048914376,X634649,2025-01-18 05:41:37
09119413416,11070940396,B314807,2024-06-17 20:42:59
18098586120,22065221686,X633937.253,2026-10-29 07:53:59
11109402742,14116122012,B308781,2024-11-25 10:45:51
16098922011,22015266498,A400221,2025-09-07 20:56:59
19119585662,01114399582,B313605.83,2026-10-03 16:28:37
05017393553,28023594507,K508347,2025-10-20 18:17:40
09029521356,26029727788,X633937.133,2026-04-21 13:43:24
31077414694,17081476194,B313605.5,2024-03-14 01:58:37
16019343953,18060188235,K513635,2025-06-17 19:33:45
28068899789,18048845310,B314881,2026-05-06 21:31:03
05118761571,06121920126,X634679,2025-08-18 09:33:16
02119001109,13073033997,B300259,2024-09-25 17:54:37
22077399915,01034969029,X622859,2024-05-25 06:48:05
19038209414,17079383198,K500955,2024-12-13 18:50:17
30038275343,22028517696,X666961,2025-08-10 04:52:33
06017832098,05058997424,X686439,2025-12-24 16:43:27
26076648963,13040946144,X636871,2026-08-04 18:57:15
18117707554,19096703783,X643215,2026-05-26 14:23:42
16129514595,26113943986,X636207,2025-02-14 21:14:54
02046534568,08013856619,B310509,2024-08-09 20:43:44
10119405681,04113945919,K508463,2024-09-16 21:54:05
07068540070,20098749366,X669869,2026-04-21 06:23:46
17060046345,16035577061,Β311905.92,2024-12-29 08:58:06
26086400932,19026303320,X622137,2026-10-22 16:10:54
10127855123,17020243696,X668603,2024-09-30 07:42:53
26049275048,25123608930,X697759,2025-06-03 19:14:37
15066419340,03124380240,B316705.115,2024-10-27 04:13:36
30059598934,11103567733,X652479,2024-11-22 07:41:53
15017994679,25093344555,X659079,2026-01-17 15:20:28
30129741195,07046394339,X631957.62,2025-02-05 01:01:33
30079525039,21105275230,Χ629957.4,2025-07-24 16:38:45
09126344643,20070380643,B316705.29,2024-09-26 10:15:50
28028031112,29030857630,X632823,2026-01-27 16:39:34
12059647060,11010906808,X707441,2025-06-27 18:19:15
25067470203,14025056499,B316305.32,2026-05-11 22:01:24
09046647100,31124270799,X710183,2024-12-12 11:53:00
13128886585,28096147736,B316705.29,2026-03-14 17:52:06
19097671585,09051389311,B311985,2025-03-09 14:44:20
10038736913,21120740431,B314465,2025-06-04 15:44:51
19049805360,04047067707,X610059,2025-12-30 01:49:49
28059567514,09014863826,X631079,2025-07-26 06:24:11
01119787804,31127848611,X612009,2024-03-18 13:59:51
07126830003,04081484987,X633937.40,2024-11-24 19:12:37
21059171364,27107131594,X635609,2025-12-23 07:31:28
26039581346,25088054667,X622519,2025-07-24 00:48:17
04097289185,17015988097,X683969,2025-04-05 02:13:05
30039993909,15040290488,X633937.8,2025-01-21 04:54:26
25077967332,05108211842,B316157,2026-04-14 12:11:12
08129616542,23072032591,X627971,2026-02-08 15:03:04
07077275306,24124203057,K513623,2026-06-16 16:55:03
26056031201,06015507226,X628265,2024-11-22 21:01:50
22069080015,02126239125,X633937.197,2025-01-02 19:46:34
02060030426,25041865262,B305369,2026-03-16 23:22:31
28059567514,29118880818,Β315905.16,2025-09-23 22:26:08
07029554131,13014720791,B305817,2024-06-28 23:21:51
29049650848,07031281611,X628675,2024-02-16 05:52:01
05018692904,01019415816,K513861,2024-07-28 07:20:14
10047575259,07062292026,X632799,2025-10-17 16:14:59
04108491204,13066822500,X711669,2026-09-14 00:02:15
08097338699,21127205101,X638057,2024-03-03 10:36:22
